timestamp,oga,ole,owi,ohe,oa,obv,otve,speed,owe,TooBig,NoRead,LFT,MultiRead,Irreg,TooSmall,Gap,ValidDim,ValidRead
2017-07-14T22:57:46.680,50.31,23.2,17.2,15.4,-13.0,61452.0,2767.0,540.35,30.1,0,0,1,0,0,0,0,1,1
2017-07-14T22:57:47.223,33.34,24.6,17.4,7.0,-20.0,29963.0,2799.0,540.35,28.9,0,1,1,0,0,0,0,1,1
2017-07-14T22:57:47.893,59.4,10.4,6.4,6.6,-48.0,4393.0,2754.0,540.35,0.7,0,0,1,0,0,0,0,1,1
2017-07-14T22:57:48.273,12.12,24.2,17.4,11.6,-153.0,48845.0,2767.0,540.35,33.2,0,0,1,0,0,0,1,1,1
2017-07-14T22:57:48.650,24.25,16.2,9.6,6.2,-33.0,9642.0,2754.0,540.35,3.6,0,0,1,0,0,0,0,1,1
2017-07-14T22:57:49.093,21.22,23.6,25.6,16.2,-843.0,97874.0,2762.0,540.35,18.2,0,0,1,0,0,0,0,1,1
2017-07-14T22:57:49.553,27.28,23.0,18.6,6.4,-16.0,27379.0,2773.0,540.35,8.7,0,0,1,0,0,0,0,1,1
2017-07-14T22:57:50.077,30.31,25.0,17.6,6.8,-13.0,29920.0,2762.0,534.84,31.9,0,0,1,0,0,0,0,1,1
2017-07-14T22:57:50.787,52.75,23.0,18.6,1.6,-25.0,6845.0,2770.0,536.81,2.3,0,0,0,0,1,1,0,0,1
2017-07-14T22:57:51.512,52.75,23.0,18.6,3.2,-58.0,13690.0,2762.0,542.52,4.3,0,0,1,0,0,0,0,1,1
2017-07-14T22:57:51.869,27.87,11.0,8.4,7.8,-1.0,7207.0,2751.0,540.75,5.6,0,0,1,0,0,0,0,1,1
2017-07-14T22:57:52.534,62.44,8.6,10.6,7.0,871.0,6381.0,2773.0,540.75,10.7,0,0,1,0,0,0,0,1,1
2017-07-14T22:57:52.834,20.59,11.8,9.8,6.4,0.0,7401.0,2741.0,540.75,15.2,0,0,1,0,0,0,0,1,1
2017-07-14T22:57:53.246,21.81,22.2,14.6,12.6,-28.0,40839.0,2773.0,540.75,46.7,0,0,1,0,0,0,0,1,1
2017-07-14T22:57:53.566,23.03,9.0,8.4,4.8,-20.0,3629.0,2778.0,540.75,0.8,0,0,1,0,0,0,0,1,1
2017-07-14T22:57:54.172,41.77,24.4,17.6,11.6,-30.0,49815.0,2783.0,540.75,55.5,0,0,1,0,0,0,0,1,1
2017-07-14T22:57:54.684,31.53,24.0,17.4,6.8,-24.0,28397.0,2762.0,540.75,17.2,0,0,1,0,0,0,0,1,1
2017-07-14T22:57:56.036,116.41,28.4,22.2,7.0,-24.0,44134.0,2773.0,540.75,19.4,0,0,1,0,0,0,0,1,1
2017-07-14T22:57:56.653,41.22,24.0,17.2,11.6,-22.0,47885.0,2749.0,540.75,45.9,0,0,1,0,0,0,0,1,1
