timestamp,oga,ole,owi,ohe,oa,obv,otve,speed,owe,TooBig,NoRead,LFT,MultiRead,Irreg,TooSmall,Gap,ValidDim,ValidRead
2017-07-17T05:03:47.516,-1.0,36.2,15.2,14.0,-13.0,77034.0,2778.0,539.76,21.5,0,0,1,0,0,0,0,1,1
2017-07-17T05:03:58.917,1222.08,9.0,5.2,3.0,-54.0,1404.0,2746.0,539.76,1.5,0,0,1,0,0,0,0,1,1
2017-07-17T09:28:27.257,-1.0,35.6,15.6,15.2,-4.0,84415.0,2751.0,539.57,3.5,0,0,1,0,0,0,0,1,1
2017-07-17T09:28:28.922,142.51,35.4,15.2,15.4,-23.0,82864.0,2764.0,539.57,3.6,0,0,1,0,0,0,0,1,1
2017-07-17T09:28:29.649,52.75,28.6,33.4,7.8,-888.0,74509.0,2751.0,539.57,10.9,0,0,1,0,0,0,0,1,1
2017-07-17T09:28:30.729,80.59,32.0,22.0,18.0,-17.0,126720.0,2770.0,539.57,34.0,0,0,1,0,0,0,0,1,1
2017-07-17T09:28:31.562,63.07,25.0,17.4,12.8,-11.0,55680.0,2767.0,539.57,16.8,0,0,1,0,0,0,0,1,1
2017-07-17T09:28:32.243,50.94,24.6,23.8,11.8,2.0,69087.0,2762.0,539.57,14.8,0,0,1,0,0,0,0,1,1
2017-07-17T09:28:32.594,24.84,14.4,14.4,9.6,871.0,19907.0,2749.0,539.57,7.8,0,1,1,0,0,0,0,1,1
2017-07-17T09:28:33.163,20.59,35.4,15.4,15.4,-217.0,83955.0,2757.0,539.57,4.4,0,0,1,0,0,0,0,1,1
2017-07-17T09:28:33.724,34.56,26.8,27.8,18.6,898.0,138577.0,2762.0,539.57,17.2,0,0,1,0,0,0,0,1,1
2017-07-17T09:28:34.327,42.44,23.6,15.8,13.0,-19.0,48474.0,2767.0,539.57,29.5,0,0,1,0,0,0,0,1,1
2017-07-17T09:28:34.747,30.9,14.8,10.6,5.2,-36.0,8158.0,2762.0,539.57,2.7,0,1,1,0,0,0,0,1,1
2017-07-17T09:28:35.504,60.03,21.4,19.0,6.8,-6.0,27649.0,2767.0,539.57,5.5,0,0,1,0,0,0,0,1,1
2017-07-17T09:28:36.136,34.56,32.2,25.0,19.8,-15.0,159390.0,2767.0,539.57,30.1,0,0,0,0,1,0,0,0,1
2017-07-17T09:28:36.921,43.66,44.8,27.4,24.0,-3.0,294605.0,2764.0,539.57,31.1,0,0,1,0,0,0,0,1,1
2017-07-17T09:28:37.352,35.74,0.0,0.0,0.0,0.0,0.0,0.0,539.57,1.4,0,1,0,0,0,1,0,0,1
2017-07-17T09:28:37.637,22.4,7.8,6.6,3.0,-6.0,1544.0,2794.0,539.57,0.4,0,0,0,0,1,0,0,0,1
2017-07-17T09:28:37.951,20.59,11.4,17.0,8.2,889.0,15892.0,2781.0,539.57,31.2,0,0,1,0,0,0,0,1,1
2017-07-17T09:28:38.443,19.37,31.4,18.4,21.8,-10.0,125952.0,2783.0,539.57,29.5,0,0,1,0,0,0,0,1,1
2017-07-17T09:28:39.347,59.4,41.2,15.8,12.2,2.0,79417.0,2773.0,539.57,30.8,0,1,1,0,0,0,0,1,1
2017-07-17T09:28:40.408,68.5,44.6,24.4,27.2,-2.0,296001.0,2778.0,539.57,30.8,0,0,1,0,0,0,0,1,1
2017-07-17T09:28:41.323,76.41,18.6,24.8,13.8,890.0,63657.0,2749.0,539.57,19.3,0,0,1,0,0,0,0,1,1
2017-07-17T09:28:42.057,38.18,44.8,24.2,27.4,-4.0,297060.0,2780.0,539.57,31.3,0,0,1,0,0,0,0,1,1
2017-07-17T09:28:42.497,36.37,9.2,9.6,5.0,-882.0,4416.0,2767.0,539.57,4.4,0,0,1,0,0,0,0,1,1
2017-07-17T09:28:42.779,18.77,12.8,8.8,9.2,-19.0,10363.0,2767.0,539.57,4.9,0,0,1,0,0,0,0,1,1
2017-07-17T09:28:43.254,21.22,27.8,25.6,18.6,-7.0,132372.0,2778.0,539.57,17.5,0,0,1,0,0,0,0,1,1
2017-07-17T09:28:43.594,29.68,7.4,8.8,6.2,893.0,4037.0,2778.0,539.57,1.4,0,0,1,0,0,0,0,1,1
2017-07-17T09:28:44.458,55.78,35.8,15.2,15.4,-23.0,83801.0,2780.0,539.57,3.5,0,0,1,0,0,0,0,1,1
2017-07-17T09:28:45.743,95.19,45.0,24.0,27.2,4.0,293760.0,2767.0,539.57,30.5,0,0,1,0,0,0,0,1,1
2017-07-17T09:28:49.321,342.04,42.0,21.8,32.6,-174.0,298486.0,2775.0,539.57,39.0,0,0,1,0,0,0,0,1,1
2017-07-17T09:28:50.432,79.44,40.6,25.6,13.0,-1.0,135117.0,2773.0,539.57,60.1,0,0,1,0,0,0,0,1,1
2017-07-17T09:28:52.008,160.7,9.2,7.6,5.0,-29.0,3496.0,2767.0,539.57,2.9,0,0,1,0,0,0,0,1,1
2017-07-17T09:28:54.567,253.5,21.2,24.6,10.2,882.0,53195.0,2773.0,539.57,21.9,0,0,1,0,0,0,0,1,1
2017-07-17T09:28:54.849,21.22,9.4,10.0,11.2,864.0,10528.0,2759.0,539.57,5.7,0,0,1,0,0,0,0,1,1
2017-07-17T09:28:55.274,37.59,8.4,6.0,8.2,9.0,4133.0,2762.0,539.57,2.0,0,0,1,0,0,0,0,1,1
2017-07-17T09:28:56.458,96.41,30.4,12.6,5.6,-17.0,21450.0,2810.0,539.57,23.2,0,0,1,0,0,0,0,1,1
2017-07-17T09:29:00.956,453.62,31.6,19.8,6.2,-5.0,38792.0,2773.0,539.57,11.4,0,0,1,0,0,0,0,1,1
2017-07-17T09:29:12.858,1253.62,28.8,34.0,7.8,842.0,76378.0,2767.0,539.57,10.9,0,0,1,0,0,0,0,1,1
2017-07-17T09:29:14.600,174.64,12.6,9.4,5.8,-23.0,6870.0,2757.0,539.57,0.9,0,1,1,0,0,0,0,1,1
2017-07-17T09:29:20.322,598.58,18.2,13.8,14.4,-17.0,36167.0,2751.0,538.98,9.7,0,0,1,0,0,0,0,1,1
2017-07-17T09:29:21.424,89.13,29.6,26.6,15.4,-3.0,121253.0,2778.0,538.98,67.6,0,0,1,0,0,0,0,1,1
2017-07-17T09:29:22.589,104.92,20.8,16.8,5.0,20.0,17472.0,2773.0,538.98,4.0,0,0,1,0,0,0,0,1,1
2017-07-17T09:29:24.065,143.7,15.0,10.4,5.8,-6.0,9048.0,2762.0,538.98,3.8,0,0,1,0,0,0,0,1,1
2017-07-17T09:29:27.376,340.82,14.6,13.4,14.0,66.0,27390.0,2764.0,538.98,1.4,0,0,0,0,1,0,0,0,1
2017-07-17T09:29:29.290,191.61,14.4,10.4,5.6,-9.0,8387.0,2746.0,538.98,2.1,0,0,1,0,0,0,0,1,1
2017-07-17T09:29:31.450,217.71,15.2,17.8,15.4,893.0,41666.0,2757.0,538.98,3.3,0,0,1,0,0,0,0,1,1
2017-07-17T09:29:36.335,495.47,27.8,27.2,3.4,65.0,25709.0,2767.0,538.98,7.5,0,0,1,0,0,0,0,1,1
2017-07-17T09:29:40.240,410.59,11.6,7.4,3.8,-2.0,3262.0,2759.0,538.98,1.5,0,1,1,0,0,0,0,1,1
2017-07-17T09:29:42.089,188.58,9.8,9.2,6.0,-38.0,5410.0,2762.0,538.98,7.2,0,0,1,0,0,0,0,1,1
2017-07-17T09:29:47.161,508.81,36.0,15.8,15.2,-23.0,86458.0,2751.0,538.98,4.4,0,0,0,0,1,0,0,0,1
2017-07-17T09:29:48.256,107.32,11.6,9.4,5.0,-12.0,5452.0,2754.0,538.98,40.5,0,0,1,0,0,0,0,1,1
2017-07-17T09:29:49.742,124.33,35.6,15.2,15.4,-12.0,83332.0,2765.0,538.98,3.5,0,1,1,0,0,0,0,1,1
2017-07-17T09:29:52.362,254.72,28.4,28.4,15.4,29.0,124210.0,2783.0,538.98,67.5,0,0,1,0,0,0,0,1,1
2017-07-17T09:29:53.177,69.13,20.2,21.4,6.6,-898.0,28530.0,2791.0,538.98,4.9,0,0,1,0,0,0,0,1,1
2017-07-17T09:29:54.920,174.05,12.2,10.8,9.8,-20.0,12912.0,2767.0,538.98,5.3,0,0,1,0,0,0,0,1,1
2017-07-17T09:29:56.472,140.07,26.6,11.8,11.2,-15.0,35155.0,2762.0,538.98,31.5,0,0,1,0,0,0,0,1,1
2017-07-17T09:29:59.888,347.51,20.8,22.0,11.6,894.0,53082.0,2757.0,538.98,22.8,0,0,1,0,0,0,0,1,1
2017-07-17T09:30:02.633,287.44,9.8,5.8,3.0,0.0,1705.0,2762.0,538.98,1.3,0,1,0,0,1,0,0,0,1
2017-07-17T09:30:04.370,147.95,35.6,15.6,15.0,-11.0,83304.0,2767.0,538.98,4.4,0,0,1,0,0,0,0,1,1
2017-07-17T09:30:05.122,60.03,22.4,14.8,6.2,-27.0,20554.0,2778.0,538.98,6.8,0,0,1,0,0,0,0,1,1
2017-07-17T09:30:11.288,650.74,14.8,15.0,14.6,-888.0,32412.0,2767.0,538.98,41.1,0,0,1,0,0,0,0,1,1
2017-07-17T09:30:16.817,584.64,12.8,11.6,7.2,-16.0,10691.0,2746.0,538.98,14.1,0,0,1,0,0,0,0,1,1
2017-07-17T09:30:17.900,101.88,14.2,9.6,8.8,-14.0,11996.0,2762.0,538.98,8.6,0,0,1,0,0,0,0,1,1
2017-07-17T09:30:31.671,-1182.08,18.0,12.6,3.4,-16.0,7711.0,2751.0,538.98,1.0,0,0,1,0,0,0,0,1,1
2017-07-17T09:30:32.193,40.62,15.4,10.6,6.4,-51.0,10447.0,2751.0,538.98,2.0,0,0,1,0,0,0,0,1,1
2017-07-17T09:30:32.772,49.09,14.2,8.8,9.6,-14.0,11996.0,2762.0,538.98,8.5,0,1,1,0,0,0,0,1,1
2017-07-17T09:30:33.884,93.38,24.8,9.8,10.2,-17.0,24790.0,2767.0,538.98,4.2,0,0,1,0,0,0,0,1,1
2017-07-17T09:30:35.387,114.01,49.4,6.8,6.2,-20.0,20827.0,2762.0,538.98,12.3,0,1,1,0,0,0,0,1,1
2017-07-17T09:30:40.300,508.22,20.6,20.8,17.8,898.0,76269.0,2754.0,538.98,17.0,0,0,1,0,0,0,0,1,1
2017-07-17T09:30:43.717,319.05,48.4,24.4,8.4,-2.0,99201.0,2751.0,538.98,31.8,0,1,1,0,0,0,0,1,1
2017-07-17T09:31:09.730,-1.0,46.4,25.0,14.4,-4.0,167040.0,2767.0,538.98,40.9,0,0,1,0,0,0,0,1,1
2017-07-17T09:31:10.713,90.94,14.6,6.0,2.8,-36.0,2453.0,2778.0,538.98,1.5,0,0,0,0,1,0,0,0,1
2017-07-17T09:31:11.714,86.69,20.2,14.6,2.8,-29.0,8258.0,2775.0,538.98,4.1,0,0,1,0,0,0,0,1,1
2017-07-17T09:31:14.362,248.03,37.8,26.8,10.2,-2.0,103330.0,2773.0,538.98,37.4,0,0,1,0,0,0,0,1,1
2017-07-17T09:31:15.651,106.1,28.8,39.4,5.4,837.0,61275.0,2773.0,538.98,21.3,0,1,1,0,0,0,0,1,1
2017-07-17T09:31:27.480,1238.46,38.4,8.8,5.0,-19.0,16896.0,2762.0,538.98,7.4,0,0,1,0,0,0,0,1,1
2017-07-17T09:31:32.073,479.09,15.2,12.4,8.6,-25.0,16209.0,2757.0,538.98,4.3,0,0,1,0,0,0,0,1,1
2017-07-17T09:31:33.249,107.91,20.4,14.0,3.8,-22.0,10853.0,2773.0,538.98,6.5,0,1,1,0,0,0,0,1,1
2017-07-17T09:31:36.080,286.85,17.2,17.0,4.0,-10.0,11696.0,2757.0,538.98,13.8,0,0,1,0,0,0,0,1,1
2017-07-17T09:31:37.017,56.37,44.2,10.4,5.4,-17.0,24823.0,2767.0,538.98,15.4,0,0,1,0,0,0,0,1,1
2017-07-17T09:31:45.360,870.9,28.2,22.4,16.6,-15.0,104859.0,2789.0,538.98,6.7,0,0,1,0,0,0,0,1,1
2017-07-17T09:31:48.830,341.45,34.4,23.0,18.4,-8.0,145581.0,2767.0,538.98,32.3,0,0,0,0,1,0,0,0,1
2017-07-17T09:31:50.453,127.36,47.8,25.0,7.6,-6.0,90820.0,2767.0,538.98,33.3,0,0,1,0,0,0,0,1,1
