timestamp,oga,ole,owi,ohe,oa,obv,otve,speed,owe,TooBig,NoRead,LFT,MultiRead,Irreg,TooSmall,Gap,ValidDim,ValidRead
2017-07-10T05:01:27.472,-1.0,36.2,15.0,14.0,-21.0,76020.0,2807.0,539.37,21.5,0,0,1,0,0,0,0,1,1
2017-07-10T05:01:39.995,-1304.6,9.0,5.0,3.0,-10.0,1350.0,2791.0,539.37,1.1,0,0,1,0,0,0,0,1,1
2017-07-10T09:27:45.160,-1.0,23.0,15.0,13.2,-45.0,45540.0,2759.0,540.35,8.2,0,1,1,0,0,0,0,1,1
2017-07-10T09:27:47.173,202.59,14.2,10.4,6.8,-27.0,10042.0,2757.0,540.35,2.7,0,1,1,0,0,0,0,1,1
2017-07-10T09:27:49.351,201.92,31.8,23.0,7.0,-14.0,51198.0,2749.0,540.35,21.4,0,0,1,0,0,0,0,1,1
2017-07-10T09:27:53.411,417.87,19.8,12.4,3.2,-28.0,7857.0,2762.0,540.35,2.2,0,0,1,0,0,0,0,1,1
2017-07-10T09:27:54.054,39.37,30.6,10.2,4.6,-32.0,14358.0,2786.0,540.35,10.1,0,1,1,0,0,0,0,1,1
2017-07-10T09:27:54.925,52.75,39.2,5.6,2.2,-26.0,4829.0,2780.0,540.35,4.6,0,0,0,0,1,1,0,0,1
2017-07-10T09:27:55.453,41.25,15.0,10.6,2.6,-46.0,4134.0,2799.0,540.35,1.7,0,0,1,0,0,0,0,1,1
2017-07-10T09:28:09.757,-1.0,9.0,12.8,2.0,-860.0,2304.0,2789.0,540.35,1.1,0,0,0,0,1,1,0,0,1
2017-07-10T09:28:10.730,86.1,18.6,15.6,15.0,-19.0,43524.0,2767.0,540.35,10.4,0,0,1,0,0,0,0,1,1
2017-07-10T09:28:39.186,-1.0,22.2,17.0,4.4,-17.0,16606.0,2783.0,540.35,9.4,0,0,1,0,0,0,0,1,1
2017-07-10T09:28:42.114,303.77,12.4,9.4,7.6,-15.0,8859.0,2757.0,540.35,8.2,0,0,1,0,0,0,0,1,1
2017-07-10T09:28:43.385,124.33,12.0,9.4,4.8,-15.0,5414.0,2751.0,540.35,2.2,0,0,1,0,0,0,0,1,1
2017-07-10T09:28:44.047,55.78,16.2,8.2,7.4,-16.0,9830.0,2762.0,540.35,13.8,0,0,1,0,0,0,0,1,1
2017-07-10T09:28:45.630,156.45,14.6,14.6,10.6,-39.0,22595.0,2767.0,540.35,3.7,0,1,1,0,0,0,0,1,1
2017-07-10T09:28:46.563,84.29,14.4,10.6,14.4,-9.0,21980.0,2762.0,540.35,3.4,0,0,1,0,0,0,0,1,1
2017-07-10T09:28:47.101,49.09,8.2,6.4,5.8,-24.0,3044.0,2762.0,540.35,1.5,0,0,1,0,0,0,0,1,1
2017-07-10T09:28:47.959,78.85,14.8,14.8,10.4,-38.0,22780.0,2757.0,540.35,4.9,0,1,1,0,0,0,0,1,1
2017-07-10T09:28:48.773,68.5,17.4,11.0,7.4,-12.0,14164.0,2773.0,540.35,26.4,0,0,1,0,0,0,0,1,1
2017-07-10T09:28:50.952,211.65,22.4,17.2,9.6,36.0,36987.0,2810.0,540.35,7.9,0,0,1,0,0,0,0,1,1
2017-07-10T09:28:52.753,167.99,24.4,24.4,15.4,-42.0,91685.0,2764.0,540.35,14.7,0,0,1,0,0,0,0,1,1
2017-07-10T09:28:53.517,64.21,18.2,7.8,8.6,-12.0,12209.0,2751.0,540.35,9.6,0,0,1,0,0,0,0,1,1
2017-07-10T09:29:06.730,-1226.33,4.8,5.4,6.2,806.0,1607.0,2749.0,540.35,0.8,0,0,1,0,0,0,0,1,1
2017-07-10T09:29:09.959,309.88,38.6,30.2,3.4,-10.0,39634.0,2788.0,540.35,27.1,0,1,1,0,0,0,0,1,1
2017-07-10T09:29:11.485,133.42,30.4,19.4,18.4,1.0,108516.0,2762.0,540.35,13.7,0,1,1,0,0,0,0,1,1
2017-07-10T09:29:13.008,137.59,27.0,20.4,16.8,-51.0,92534.0,2773.0,540.35,45.0,0,1,1,0,0,0,0,1,1
2017-07-10T09:29:15.893,295.35,13.8,14.0,6.2,889.0,11978.0,2757.0,540.35,6.8,0,0,1,0,0,0,0,1,1
2017-07-10T09:29:17.051,112.16,13.2,10.4,8.8,-29.0,12081.0,2757.0,540.35,9.0,0,0,1,0,0,0,0,1,1
2017-07-10T09:29:20.955,403.93,16.6,14.2,11.2,-9.0,26401.0,2767.0,540.35,3.9,0,0,1,0,0,0,0,1,1
2017-07-10T09:29:22.663,161.29,23.0,17.6,12.8,-25.0,51814.0,2807.0,540.35,30.4,0,0,1,0,0,0,0,1,1
2017-07-10T09:29:25.168,255.9,14.8,14.2,8.2,-3.0,17233.0,2767.0,540.35,7.0,0,0,1,0,0,0,0,1,1
2017-07-10T09:29:29.074,398.46,22.8,11.4,11.0,-6.0,28591.0,2757.0,540.35,3.2,0,0,1,0,0,0,0,1,1
2017-07-10T09:29:31.984,301.45,9.4,9.4,6.6,-388.0,5832.0,2773.0,540.35,2.3,0,0,1,0,0,0,0,1,1
2017-07-10T09:29:32.433,34.6,15.0,9.8,6.8,-26.0,9996.0,2759.0,540.35,7.7,0,1,1,0,0,0,0,1,1
2017-07-10T09:29:42.007,1017.08,15.8,12.8,12.6,-1.0,25482.0,2754.0,540.35,15.5,0,0,1,0,0,0,0,1,1
2017-07-10T09:29:52.853,1145.66,27.2,23.8,21.0,-9.0,135946.0,2773.0,539.96,112.7,0,1,1,0,0,0,0,1,1
2017-07-10T09:31:01.053,-1.0,8.0,8.8,8.4,877.0,5914.0,2759.0,539.96,1.1,0,0,1,0,0,0,0,1,1
2017-07-10T09:31:05.055,393.58,38.8,28.8,6.8,18.0,75986.0,2804.0,539.96,21.5,0,1,0,0,1,0,0,0,1
2017-07-10T09:31:08.075,269.84,56.8,31.2,20.4,-3.0,361521.0,2786.0,539.96,41.7,0,0,0,0,1,0,0,0,1
2017-07-10T09:31:09.984,180.7,25.0,16.6,24.4,-15.0,101260.0,2767.0,539.96,13.6,0,0,1,0,0,0,0,1,1
2017-07-10T09:31:12.305,220.74,30.4,20.0,11.6,0.0,70528.0,2764.0,539.96,5.3,0,0,0,0,1,0,0,0,1
2017-07-10T09:31:14.072,169.17,21.0,19.2,16.2,-36.0,65318.0,2770.0,539.96,32.6,0,0,1,0,0,0,0,1,1
2017-07-10T09:31:29.571,-1.0,14.4,15.4,10.4,-886.0,23063.0,2762.0,539.96,5.6,0,0,1,0,0,0,0,1,1
2017-07-10T09:31:30.722,109.72,14.8,14.4,10.6,-20.0,22591.0,2767.0,539.96,4.7,0,1,1,0,0,0,0,1,1
2017-07-10T09:31:34.332,374.17,14.0,10.6,10.2,-47.0,15137.0,2802.0,539.96,1.6,0,0,0,0,1,0,0,0,1
2017-07-10T09:31:35.124,70.27,15.6,7.2,9.6,2.0,10783.0,2765.0,539.96,3.0,0,0,1,0,0,0,0,1,1
2017-07-10T09:31:36.170,97.0,15.2,9.8,7.2,-38.0,10725.0,2754.0,539.96,2.4,0,0,1,0,0,0,0,1,1
2017-07-10T09:31:37.949,178.89,12.4,10.6,6.8,-30.0,8938.0,2749.0,539.96,2.1,0,0,1,0,0,0,0,1,1
2017-07-10T09:31:50.507,-1303.97,9.8,8.0,6.0,-23.0,4704.0,2757.0,539.96,1.3,0,0,1,0,0,0,0,1,1
2017-07-10T09:31:54.666,431.81,14.2,11.0,8.4,-309.0,13121.0,2762.0,539.96,3.3,0,0,1,0,0,0,0,1,1
2017-07-10T09:31:55.155,32.12,18.2,16.4,8.8,-16.0,26266.0,2767.0,539.96,17.2,0,0,1,0,0,0,0,1,1
2017-07-10T09:31:57.701,243.18,31.4,9.8,11.0,-109.0,33849.0,2767.0,539.96,18.6,0,0,1,0,0,0,0,1,1
2017-07-10T09:32:00.150,245.0,19.4,14.8,12.4,-51.0,35603.0,2786.0,539.96,11.7,0,0,1,0,0,0,0,1,1
2017-07-10T09:32:02.653,234.72,35.2,9.0,9.0,-21.0,28512.0,2757.0,539.96,11.0,0,0,1,0,0,0,0,1,1
2017-07-10T09:32:04.416,168.03,21.0,16.4,5.0,-42.0,17220.0,2762.0,539.96,6.2,0,0,1,0,0,0,0,1,1
2017-07-10T09:32:08.958,451.81,38.2,21.2,12.4,-11.0,100420.0,2764.0,539.96,24.9,0,0,1,0,0,0,0,1,1
2017-07-10T09:32:12.552,363.89,24.0,13.4,5.4,-17.0,17366.0,2773.0,539.96,4.8,0,0,1,0,0,0,0,1,1
2017-07-10T09:32:14.615,192.83,28.2,28.4,10.2,893.0,81690.0,2762.0,539.96,53.2,0,0,1,0,0,0,0,1,1
2017-07-10T09:32:15.927,117.04,26.8,7.2,7.4,-26.0,14279.0,2767.0,539.96,10.3,0,0,1,0,0,0,0,1,1
2017-07-10T09:32:16.505,47.87,14.4,10.0,8.2,-29.0,11808.0,2762.0,539.96,3.6,0,0,1,0,0,0,0,1,1
2017-07-10T09:32:16.870,26.65,12.2,9.2,9.6,10.0,10775.0,2767.0,539.96,15.8,0,0,1,0,0,0,0,1,1
2017-07-10T09:32:17.272,32.16,11.4,10.8,8.0,-25.0,9850.0,2759.0,539.96,1.3,0,0,1,0,0,0,0,1,1
2017-07-10T09:32:17.600,20.55,12.2,9.2,6.4,-40.0,7183.0,2767.0,539.96,4.9,0,0,1,0,0,0,0,1,1
2017-07-10T09:32:19.312,177.04,9.6,15.6,7.0,898.0,10483.0,2757.0,539.96,2.1,0,0,1,0,0,0,0,1,1
