timestamp,oga,ole,owi,ohe,oa,obv,otve,speed,owe,TooBig,NoRead,LFT,MultiRead,Irreg,TooSmall,Gap,ValidDim,ValidRead
2017-07-16T05:58:38.877,-1.0,36.0,15.0,14.0,-5.0,75600.0,2778.0,541.73,21.4,0,0,1,0,0,0,0,1,1
2017-07-16T05:58:51.357,-1310.03,8.8,5.0,3.0,-22.0,1320.0,2738.0,541.73,1.4,0,0,1,0,0,0,0,1,1
2017-07-16T11:20:37.338,-1.0,22.6,17.4,15.2,-27.0,59772.0,2762.0,539.76,14.9,0,1,1,0,0,0,0,1,1
2017-07-16T11:20:40.104,283.22,14.8,14.2,6.8,-32.0,14291.0,2762.0,539.76,4.0,0,0,1,0,0,0,0,1,1
2017-07-16T11:20:47.724,801.77,19.2,14.4,5.6,-43.0,15483.0,2775.0,539.76,3.2,0,0,1,0,0,0,0,1,1
2017-07-16T11:20:49.107,113.38,35.6,21.8,5.0,-6.0,38804.0,2789.0,539.76,47.6,0,1,1,0,0,0,0,1,1
2017-07-16T11:20:53.429,446.96,17.2,21.0,8.8,890.0,31786.0,2757.0,539.76,11.6,0,0,1,0,0,0,0,1,1
2017-07-16T11:20:55.079,150.98,26.6,18.8,8.8,-71.0,44007.0,2804.0,539.76,6.4,0,0,1,0,0,0,0,1,1
2017-07-16T11:20:56.007,74.56,24.2,15.4,5.6,-22.0,20870.0,2757.0,539.76,5.7,0,0,1,0,0,0,0,1,1
2017-07-16T11:21:01.872,618.62,14.6,14.6,8.8,871.0,18758.0,2762.0,539.76,4.9,0,0,1,0,0,0,0,1,1
2017-07-16T11:21:04.191,228.62,21.0,12.4,12.4,-8.0,32290.0,2754.0,539.76,9.0,0,1,1,0,0,0,0,1,1
2017-07-16T11:21:08.680,455.47,26.6,12.6,12.2,-26.0,40890.0,2757.0,539.76,12.2,0,0,1,0,0,0,0,1,1
2017-07-16T11:21:12.280,366.29,21.0,11.0,10.4,-23.0,24024.0,2751.0,539.76,11.9,0,0,1,0,0,0,0,1,1
2017-07-16T11:21:19.635,778.11,15.6,19.8,6.2,897.0,19151.0,2751.0,539.76,4.4,0,0,1,0,0,0,0,1,1
2017-07-16T11:21:27.327,812.08,15.0,10.4,5.6,-37.0,8736.0,2757.0,539.76,1.5,0,0,1,0,0,0,0,1,1
2017-07-16T11:21:31.954,483.97,15.2,10.6,5.2,-32.0,8378.0,2783.0,539.76,3.9,0,0,1,0,0,0,0,1,1
