timestamp,oga,ole,owi,ohe,oa,obv,otve,speed,owe,TooBig,NoRead,LFT,MultiRead,Irreg,TooSmall,Gap,ValidDim,ValidRead
2017-08-14T04:48:46.964,-1.0,9.0,5.2,3.0,-32.0,1404.0,2757.0,538.98,1.4,0,0,1,0,0,0,0,1,1
2017-08-14T04:49:01.922,-1.0,36.2,15.4,14.0,-11.0,78047.0,2794.0,538.98,21.5,0,0,1,0,0,0,0,1,1
2017-08-14T08:57:57.558,-1.0,25.4,13.0,10.4,12.0,34341.0,2773.0,540.75,30.3,0,1,1,0,0,0,0,1,1
2017-08-14T09:07:13.802,-1.0,16.4,12.6,4.6,-52.0,9505.0,2762.0,540.75,1.8,0,0,1,0,0,0,0,1,1
2017-08-14T09:07:17.421,356.61,32.8,17.8,9.6,-32.0,56049.0,2767.0,540.75,12.2,0,0,0,0,1,0,0,0,1
2017-08-14T09:07:54.193,-1.0,25.8,36.4,4.4,839.0,41321.0,2791.0,540.75,16.6,0,1,1,0,0,0,0,1,1
2017-08-14T09:07:57.164,286.85,34.2,23.2,12.6,-11.0,99973.0,2775.0,540.75,11.5,0,0,0,0,1,0,0,0,1
2017-08-14T09:08:49.563,-1.0,21.2,20.2,16.4,-13.0,70231.0,2767.0,540.75,3.4,0,0,1,0,0,0,0,1,1
2017-08-14T09:11:05.497,-1.0,10.0,10.2,7.6,797.0,7752.0,2804.0,540.75,0.6,0,1,1,0,0,0,0,1,1
2017-08-14T09:11:07.944,254.72,8.0,7.4,6.2,-17.0,3670.0,2762.0,540.75,1.5,0,0,1,0,0,0,0,1,1
2017-08-14T09:11:14.993,741.73,18.0,12.2,12.6,-32.0,27670.0,2762.0,540.75,4.4,0,0,1,0,0,0,0,1,1
2017-08-14T09:11:24.080,962.48,18.4,12.4,6.8,-19.0,15515.0,2751.0,540.75,3.0,0,0,1,0,0,0,0,1,1
2017-08-14T09:11:24.671,51.53,12.4,9.4,6.2,7.0,7227.0,2767.0,540.75,7.5,0,1,1,0,0,0,0,1,1
2017-08-14T09:11:28.214,371.1,10.0,10.0,8.8,900.0,8800.0,2767.0,540.75,5.7,0,0,1,0,0,0,0,1,1
2017-08-14T09:13:47.055,-1.0,31.8,20.2,26.6,-15.0,170868.0,2780.0,541.93,82.8,0,0,1,0,0,0,0,1,1
2017-08-14T09:13:49.038,204.37,9.8,9.4,4.4,-45.0,4053.0,2749.0,541.93,0.8,0,1,1,0,0,0,0,1,1
