timestamp,oga,ole,owi,ohe,oa,obv,otve,speed,owe,TooBig,NoRead,LFT,MultiRead,Irreg,TooSmall,Gap,ValidDim,ValidRead
2017-07-31T05:22:50.954,-1.0,36.0,15.0,14.0,57.0,75600.0,2778.0,539.96,21.4,0,0,1,0,0,0,0,1,1
2017-07-31T05:23:03.754,-1274.25,8.8,5.0,3.0,20.0,1320.0,2762.0,539.96,1.1,0,0,1,0,0,0,0,1,1
2017-07-31T09:03:54.964,-1.0,12.4,14.6,9.6,869.0,17380.0,2767.0,541.34,8.5,0,1,1,0,0,0,0,1,1
2017-07-31T09:04:06.524,1234.8,12.6,10.6,3.2,-27.0,4274.0,2754.0,541.34,2.1,0,0,1,0,0,0,0,1,1
2017-07-31T09:28:16.093,-1.0,11.6,9.6,6.6,-22.0,7350.0,2767.0,541.34,4.3,0,0,1,0,0,0,0,1,1
2017-07-31T09:28:35.572,-1.0,11.4,9.8,6.8,-16.0,7597.0,2767.0,541.34,4.7,0,0,1,0,0,0,0,1,1
2017-07-31T09:28:35.903,23.62,11.8,9.6,6.8,-21.0,7703.0,2762.0,541.34,4.0,0,0,1,0,0,0,0,1,1
2017-07-31T09:28:36.532,57.59,9.8,11.4,6.8,880.0,7597.0,2757.0,541.34,3.7,0,0,1,0,0,0,0,1,1
2017-07-31T09:28:36.917,20.0,21.6,14.4,1.2,-22.0,3732.0,2773.0,541.34,7.2,0,1,0,0,1,1,0,0,1
2017-07-31T09:28:37.489,46.06,13.0,9.6,6.8,-18.0,8486.0,2767.0,541.34,11.0,0,0,1,0,0,0,0,1,1
2017-07-31T09:28:38.254,70.31,13.0,11.0,10.2,-44.0,14586.0,2797.0,541.34,21.3,0,0,1,0,0,0,0,1,1
2017-07-31T09:28:38.546,20.0,11.6,9.8,6.8,-19.0,7730.0,2767.0,541.34,5.6,0,0,1,0,0,0,0,1,1
2017-07-31T09:28:39.139,53.34,10.2,11.4,7.0,874.0,8140.0,2767.0,541.34,3.7,0,0,1,0,0,0,0,1,1
2017-07-31T09:28:39.580,36.96,11.0,9.2,5.4,-39.0,5465.0,2757.0,541.34,2.3,0,1,1,0,0,0,0,1,1
2017-07-31T09:28:39.896,20.59,11.2,9.4,9.8,-26.0,10317.0,2762.0,541.34,6.5,0,0,1,0,0,0,0,1,1
2017-07-31T09:28:40.621,58.81,19.0,12.4,10.8,-21.0,25445.0,2767.0,541.34,43.6,0,0,1,0,0,0,0,1,1
2017-07-31T09:28:40.965,28.5,9.6,11.8,6.6,-894.0,7476.0,2757.0,541.34,5.2,0,0,1,0,0,0,0,1,1
2017-07-31T09:28:41.268,20.0,12.0,9.8,6.6,-37.0,7762.0,2778.0,541.34,3.9,0,0,1,0,0,0,0,1,1
2017-07-31T09:28:41.930,58.18,12.2,10.4,9.0,-7.0,11419.0,2767.0,541.34,22.0,0,0,1,0,0,0,0,1,1
