timestamp,incr,state,speed,speed_Unit,CAN1: Dev. 3numberoccur,CAN1: Dev. 3errid,CAN1: Dev. 3firsttime,CAN1: Dev. 3lasttime,CAN1: Dev. 2numberoccur,CAN1: Dev. 2errid,CAN1: Dev. 2firsttime,CAN1: Dev. 2lasttime,CAN1: Dev. 1numberoccur,CAN1: Dev. 1errid,CAN1: Dev. 1firsttime,CAN1: Dev. 1lasttime,CAN1: Dev. 4numberoccur,CAN1: Dev. 4errid,CAN1: Dev. 4firsttime,CAN1: Dev. 4lasttime
2017-08-11T22:58:18.470,41662.0,started,537.2,ft/min,41,03000400,2017-08-03T19:15:24,2017-08-11T22:27:23,55,03000400,2017-08-03T19:15:25,2017-08-11T20:10:37,52,03000400,2017-08-03T19:15:25,2017-08-11T22:07:06,47,03000400,2017-08-03T19:15:26,2017-08-11T20:10:34
2017-08-11T22:59:18.509,5254.0,started,537.2,ft/min,41,03000400,2017-08-03T19:15:24,2017-08-11T22:27:23,55,03000400,2017-08-03T19:15:25,2017-08-11T20:10:37,52,03000400,2017-08-03T19:15:25,2017-08-11T22:07:06,47,03000400,2017-08-03T19:15:26,2017-08-11T20:10:34
2017-08-11T23:00:18.470,34187.0,started,537.2,ft/min,41,03000400,2017-08-03T19:15:24,2017-08-11T22:27:23,55,03000400,2017-08-03T19:15:25,2017-08-11T20:10:37,52,03000400,2017-08-03T19:15:25,2017-08-11T22:07:06,47,03000400,2017-08-03T19:15:26,2017-08-11T20:10:34
2017-08-11T23:01:18.470,63240.0,started,537.6,ft/min,41,03000400,2017-08-03T19:15:24,2017-08-11T22:27:23,55,03000400,2017-08-03T19:15:25,2017-08-11T20:10:37,52,03000400,2017-08-03T19:15:25,2017-08-11T22:07:06,47,03000400,2017-08-03T19:15:26,2017-08-11T20:10:34
2017-08-11T23:02:18.470,26742.0,started,538.39,ft/min,41,03000400,2017-08-03T19:15:24,2017-08-11T22:27:23,55,03000400,2017-08-03T19:15:25,2017-08-11T20:10:37,52,03000400,2017-08-03T19:15:25,2017-08-11T22:07:06,47,03000400,2017-08-03T19:15:26,2017-08-11T20:10:34
2017-08-11T23:03:18.470,55825.0,started,536.42,ft/min,41,03000400,2017-08-03T19:15:24,2017-08-11T22:27:23,55,03000400,2017-08-03T19:15:25,2017-08-11T20:10:37,52,03000400,2017-08-03T19:15:25,2017-08-11T22:07:06,47,03000400,2017-08-03T19:15:26,2017-08-11T20:10:34
2017-08-11T23:04:18.509,19447.0,started,540.55,ft/min,41,03000400,2017-08-03T19:15:24,2017-08-11T22:27:23,55,03000400,2017-08-03T19:15:25,2017-08-11T20:10:37,52,03000400,2017-08-03T19:15:25,2017-08-11T22:07:06,47,03000400,2017-08-03T19:15:26,2017-08-11T20:10:34
2017-08-11T23:05:18.475,48380.0,started,540.55,ft/min,41,03000400,2017-08-03T19:15:24,2017-08-11T22:27:23,55,03000400,2017-08-03T19:15:25,2017-08-11T20:10:37,52,03000400,2017-08-03T19:15:25,2017-08-11T22:07:06,47,03000400,2017-08-03T19:15:26,2017-08-11T20:10:34
2017-08-11T23:06:18.475,11987.0,started,540.55,ft/min,41,03000400,2017-08-03T19:15:24,2017-08-11T22:27:23,55,03000400,2017-08-03T19:15:25,2017-08-11T20:10:37,52,03000400,2017-08-03T19:15:25,2017-08-11T22:07:06,47,03000400,2017-08-03T19:15:26,2017-08-11T20:10:34
2017-08-11T23:07:18.475,41040.0,started,540.55,ft/min,41,03000400,2017-08-03T19:15:24,2017-08-11T22:27:23,55,03000400,2017-08-03T19:15:25,2017-08-11T20:10:37,52,03000400,2017-08-03T19:15:25,2017-08-11T22:07:06,47,03000400,2017-08-03T19:15:26,2017-08-11T20:10:34
2017-08-11T23:08:18.475,4572.0,started,540.55,ft/min,41,03000400,2017-08-03T19:15:24,2017-08-11T22:27:23,55,03000400,2017-08-03T19:15:25,2017-08-11T20:10:37,52,03000400,2017-08-03T19:15:25,2017-08-11T22:07:06,47,03000400,2017-08-03T19:15:26,2017-08-11T20:10:34
2017-08-11T23:09:18.475,33625.0,started,540.55,ft/min,41,03000400,2017-08-03T19:15:24,2017-08-11T22:27:23,55,03000400,2017-08-03T19:15:25,2017-08-11T20:10:37,52,03000400,2017-08-03T19:15:25,2017-08-11T22:07:06,47,03000400,2017-08-03T19:15:26,2017-08-11T20:10:34
2017-08-11T23:10:18.475,62678.0,started,540.75,ft/min,41,03000400,2017-08-03T19:15:24,2017-08-11T22:27:23,55,03000400,2017-08-03T19:15:25,2017-08-11T20:10:37,52,03000400,2017-08-03T19:15:25,2017-08-11T22:07:06,47,03000400,2017-08-03T19:15:26,2017-08-11T20:10:34
2017-08-11T23:11:18.475,26210.0,started,540.75,ft/min,41,03000400,2017-08-03T19:15:24,2017-08-11T22:27:23,55,03000400,2017-08-03T19:15:25,2017-08-11T20:10:37,52,03000400,2017-08-03T19:15:25,2017-08-11T22:07:06,47,03000400,2017-08-03T19:15:26,2017-08-11T20:10:34
2017-08-11T23:12:18.475,55278.0,started,540.75,ft/min,41,03000400,2017-08-03T19:15:24,2017-08-11T22:27:23,55,03000400,2017-08-03T19:15:25,2017-08-11T20:10:37,52,03000400,2017-08-03T19:15:25,2017-08-11T22:07:06,47,03000400,2017-08-03T19:15:26,2017-08-11T20:10:34
2017-08-11T23:13:18.475,18765.0,started,540.75,ft/min,41,03000400,2017-08-03T19:15:24,2017-08-11T22:27:23,55,03000400,2017-08-03T19:15:25,2017-08-11T20:10:37,52,03000400,2017-08-03T19:15:25,2017-08-11T22:07:06,47,03000400,2017-08-03T19:15:26,2017-08-11T20:10:34
2017-08-11T23:14:18.480,47833.0,started,537.2,ft/min,41,03000400,2017-08-03T19:15:24,2017-08-11T22:27:23,55,03000400,2017-08-03T19:15:25,2017-08-11T20:10:37,52,03000400,2017-08-03T19:15:25,2017-08-11T22:07:06,47,03000400,2017-08-03T19:15:26,2017-08-11T20:10:34
2017-08-11T23:15:18.480,11335.0,started,539.17,ft/min,41,03000400,2017-08-03T19:15:24,2017-08-11T22:27:23,55,03000400,2017-08-03T19:15:25,2017-08-11T20:10:37,52,03000400,2017-08-03T19:15:25,2017-08-11T22:07:06,47,03000400,2017-08-03T19:15:26,2017-08-11T20:10:34
2017-08-11T23:16:18.480,40328.0,started,539.17,ft/min,41,03000400,2017-08-03T19:15:24,2017-08-11T22:27:23,55,03000400,2017-08-03T19:15:25,2017-08-11T20:10:37,52,03000400,2017-08-03T19:15:25,2017-08-11T22:07:06,47,03000400,2017-08-03T19:15:26,2017-08-11T20:10:34
2017-08-11T23:17:18.480,3800.0,started,539.17,ft/min,41,03000400,2017-08-03T19:15:24,2017-08-11T22:27:23,55,03000400,2017-08-03T19:15:25,2017-08-11T20:10:37,52,03000400,2017-08-03T19:15:25,2017-08-11T22:07:06,47,03000400,2017-08-03T19:15:26,2017-08-11T20:10:34
2017-08-11T23:18:18.480,32823.0,started,539.17,ft/min,41,03000400,2017-08-03T19:15:24,2017-08-11T22:27:23,55,03000400,2017-08-03T19:15:25,2017-08-11T20:10:37,52,03000400,2017-08-03T19:15:25,2017-08-11T22:07:06,47,03000400,2017-08-03T19:15:26,2017-08-11T20:10:34
2017-08-11T23:19:18.480,61816.0,started,539.17,ft/min,41,03000400,2017-08-03T19:15:24,2017-08-11T22:27:23,55,03000400,2017-08-03T19:15:25,2017-08-11T20:10:37,52,03000400,2017-08-03T19:15:25,2017-08-11T22:07:06,47,03000400,2017-08-03T19:15:26,2017-08-11T20:10:34
2017-08-11T23:20:18.480,25288.0,started,539.17,ft/min,41,03000400,2017-08-03T19:15:24,2017-08-11T22:27:23,55,03000400,2017-08-03T19:15:25,2017-08-11T20:10:37,52,03000400,2017-08-03T19:15:25,2017-08-11T22:07:06,47,03000400,2017-08-03T19:15:26,2017-08-11T20:10:34
2017-08-11T23:21:18.480,54296.0,started,539.17,ft/min,41,03000400,2017-08-03T19:15:24,2017-08-11T22:27:23,55,03000400,2017-08-03T19:15:25,2017-08-11T20:10:37,52,03000400,2017-08-03T19:15:25,2017-08-11T22:07:06,47,03000400,2017-08-03T19:15:26,2017-08-11T20:10:34
2017-08-11T23:22:18.480,17768.0,started,539.17,ft/min,41,03000400,2017-08-03T19:15:24,2017-08-11T22:27:23,55,03000400,2017-08-03T19:15:25,2017-08-11T20:10:37,52,03000400,2017-08-03T19:15:25,2017-08-11T22:07:06,47,03000400,2017-08-03T19:15:26,2017-08-11T20:10:34
2017-08-11T23:23:18.480,46776.0,started,539.17,ft/min,41,03000400,2017-08-03T19:15:24,2017-08-11T22:27:23,55,03000400,2017-08-03T19:15:25,2017-08-11T20:10:37,52,03000400,2017-08-03T19:15:25,2017-08-11T22:07:06,47,03000400,2017-08-03T19:15:26,2017-08-11T20:10:34
2017-08-11T23:24:18.485,10233.0,started,539.17,ft/min,41,03000400,2017-08-03T19:15:24,2017-08-11T22:27:23,55,03000400,2017-08-03T19:15:25,2017-08-11T20:10:37,52,03000400,2017-08-03T19:15:25,2017-08-11T22:07:06,47,03000400,2017-08-03T19:15:26,2017-08-11T20:10:34
2017-08-11T23:25:18.485,39241.0,started,539.17,ft/min,41,03000400,2017-08-03T19:15:24,2017-08-11T22:27:23,55,03000400,2017-08-03T19:15:25,2017-08-11T20:10:37,52,03000400,2017-08-03T19:15:25,2017-08-11T22:07:06,47,03000400,2017-08-03T19:15:26,2017-08-11T20:10:34
2017-08-11T23:26:18.485,2683.0,started,539.17,ft/min,41,03000400,2017-08-03T19:15:24,2017-08-11T22:27:23,55,03000400,2017-08-03T19:15:25,2017-08-11T20:10:37,52,03000400,2017-08-03T19:15:25,2017-08-11T22:07:06,47,03000400,2017-08-03T19:15:26,2017-08-11T20:10:34
2017-08-11T23:27:18.521,31826.0,started,539.17,ft/min,41,03000400,2017-08-03T19:15:24,2017-08-11T22:27:23,55,03000400,2017-08-03T19:15:25,2017-08-11T20:10:37,52,03000400,2017-08-03T19:15:25,2017-08-11T22:07:06,47,03000400,2017-08-03T19:15:26,2017-08-11T20:10:34
2017-08-11T23:28:18.485,60729.0,started,539.17,ft/min,41,03000400,2017-08-03T19:15:24,2017-08-11T22:27:23,55,03000400,2017-08-03T19:15:25,2017-08-11T20:10:37,52,03000400,2017-08-03T19:15:25,2017-08-11T22:07:06,47,03000400,2017-08-03T19:15:26,2017-08-11T20:10:34
2017-08-11T23:29:18.485,24216.0,started,539.17,ft/min,41,03000400,2017-08-03T19:15:24,2017-08-11T22:27:23,55,03000400,2017-08-03T19:15:25,2017-08-11T20:10:37,52,03000400,2017-08-03T19:15:25,2017-08-11T22:07:06,47,03000400,2017-08-03T19:15:26,2017-08-11T20:10:34
2017-08-11T23:30:18.485,53224.0,started,539.17,ft/min,41,03000400,2017-08-03T19:15:24,2017-08-11T22:27:23,55,03000400,2017-08-03T19:15:25,2017-08-11T20:10:37,52,03000400,2017-08-03T19:15:25,2017-08-11T22:07:06,47,03000400,2017-08-03T19:15:26,2017-08-11T20:10:34
2017-08-11T23:31:18.485,16681.0,started,539.17,ft/min,41,03000400,2017-08-03T19:15:24,2017-08-11T22:27:23,55,03000400,2017-08-03T19:15:25,2017-08-11T20:10:37,52,03000400,2017-08-03T19:15:25,2017-08-11T22:07:06,47,03000400,2017-08-03T19:15:26,2017-08-11T20:10:34
2017-08-11T23:32:18.485,45704.0,started,539.17,ft/min,41,03000400,2017-08-03T19:15:24,2017-08-11T22:27:23,55,03000400,2017-08-03T19:15:25,2017-08-11T20:10:37,52,03000400,2017-08-03T19:15:25,2017-08-11T22:07:06,47,03000400,2017-08-03T19:15:26,2017-08-11T20:10:34
2017-08-11T23:33:18.485,9176.0,started,539.17,ft/min,41,03000400,2017-08-03T19:15:24,2017-08-11T22:27:23,55,03000400,2017-08-03T19:15:25,2017-08-11T20:10:37,52,03000400,2017-08-03T19:15:25,2017-08-11T22:07:06,47,03000400,2017-08-03T19:15:26,2017-08-11T20:10:34
2017-08-11T23:34:18.490,38169.0,started,538.58,ft/min,41,03000400,2017-08-03T19:15:24,2017-08-11T22:27:23,55,03000400,2017-08-03T19:15:25,2017-08-11T20:10:37,52,03000400,2017-08-03T19:15:25,2017-08-11T22:07:06,47,03000400,2017-08-03T19:15:26,2017-08-11T20:10:34
2017-08-11T23:35:18.490,1626.0,started,538.58,ft/min,41,03000400,2017-08-03T19:15:24,2017-08-11T22:27:23,55,03000400,2017-08-03T19:15:25,2017-08-11T20:10:37,52,03000400,2017-08-03T19:15:25,2017-08-11T22:07:06,47,03000400,2017-08-03T19:15:26,2017-08-11T20:10:34
2017-08-11T23:36:18.490,30634.0,started,538.58,ft/min,41,03000400,2017-08-03T19:15:24,2017-08-11T22:27:23,55,03000400,2017-08-03T19:15:25,2017-08-11T20:10:37,52,03000400,2017-08-03T19:15:25,2017-08-11T22:07:06,47,03000400,2017-08-03T19:15:26,2017-08-11T20:10:34
2017-08-11T23:37:18.490,59612.0,started,538.58,ft/min,41,03000400,2017-08-03T19:15:24,2017-08-11T22:27:23,55,03000400,2017-08-03T19:15:25,2017-08-11T20:10:37,52,03000400,2017-08-03T19:15:25,2017-08-11T22:07:06,47,03000400,2017-08-03T19:15:26,2017-08-11T20:10:34
2017-08-11T23:38:18.490,23054.0,started,538.58,ft/min,41,03000400,2017-08-03T19:15:24,2017-08-11T22:27:23,55,03000400,2017-08-03T19:15:25,2017-08-11T20:10:37,52,03000400,2017-08-03T19:15:25,2017-08-11T22:07:06,47,03000400,2017-08-03T19:15:26,2017-08-11T20:10:34
2017-08-11T23:39:18.490,52017.0,started,538.58,ft/min,41,03000400,2017-08-03T19:15:24,2017-08-11T22:27:23,55,03000400,2017-08-03T19:15:25,2017-08-11T20:10:37,52,03000400,2017-08-03T19:15:25,2017-08-11T22:07:06,47,03000400,2017-08-03T19:15:26,2017-08-11T20:10:34
2017-08-11T23:40:18.490,15459.0,started,538.58,ft/min,41,03000400,2017-08-03T19:15:24,2017-08-11T22:27:23,55,03000400,2017-08-03T19:15:25,2017-08-11T20:10:37,52,03000400,2017-08-03T19:15:25,2017-08-11T22:07:06,47,03000400,2017-08-03T19:15:26,2017-08-11T20:10:34
2017-08-11T23:41:18.490,44452.0,started,538.58,ft/min,41,03000400,2017-08-03T19:15:24,2017-08-11T22:27:23,55,03000400,2017-08-03T19:15:25,2017-08-11T20:10:37,52,03000400,2017-08-03T19:15:25,2017-08-11T22:07:06,47,03000400,2017-08-03T19:15:26,2017-08-11T20:10:34
2017-08-11T23:42:18.490,7894.0,started,538.58,ft/min,41,03000400,2017-08-03T19:15:24,2017-08-11T22:27:23,55,03000400,2017-08-03T19:15:25,2017-08-11T20:10:37,52,03000400,2017-08-03T19:15:25,2017-08-11T22:07:06,47,03000400,2017-08-03T19:15:26,2017-08-11T20:10:34
