,timestamp,incr,state,speed,speed_Unit,CAN1: Dev. 6numberoccur,CAN1: Dev. 6errid,CAN1: Dev. 6firsttime,CAN1: Dev. 6lasttime,CAN1: Dev. 4numberoccur,CAN1: Dev. 4errid,CAN1: Dev. 4firsttime,CAN1: Dev. 4lasttime,CAN1: Dev. 2numberoccur,CAN1: Dev. 2errid,CAN1: Dev. 2firsttime,CAN1: Dev. 2lasttime,CAN1: Dev. 3numberoccur,CAN1: Dev. 3errid,CAN1: Dev. 3firsttime,CAN1: Dev. 3lasttime,CAN1: Dev. 1numberoccur,CAN1: Dev. 1errid,CAN1: Dev. 1firsttime,CAN1: Dev. 1lasttime,CAN1: Dev. 5numberoccur,CAN1: Dev. 5errid,CAN1: Dev. 5firsttime,CAN1: Dev. 5lasttime,throughput
0,2017-08-02T22:58:30.689,22063.0,started,539.57,ft/min,7,3000400,2017-08-02T13:48:57,2017-08-02T17:56:45,5,3000400,2017-08-02T13:48:57,2017-08-02T13:49:35,5,3000400,2017-08-02T13:48:57,2017-08-02T13:49:35,6,3000400,2017-08-02T13:48:57,2017-08-02T18:37:35,9,3000400,2017-08-02T13:48:57,2017-08-02T20:56:21,4,3000400,2017-08-02T13:48:57,2017-08-02T13:49:35,29.0
1,2017-08-02T22:59:30.689,51191.0,started,539.57,ft/min,7,3000400,2017-08-02T13:48:57,2017-08-02T17:56:45,5,3000400,2017-08-02T13:48:57,2017-08-02T13:49:35,5,3000400,2017-08-02T13:48:57,2017-08-02T13:49:35,6,3000400,2017-08-02T13:48:57,2017-08-02T18:37:35,9,3000400,2017-08-02T13:48:57,2017-08-02T20:56:21,4,3000400,2017-08-02T13:48:57,2017-08-02T13:49:35,66.0
2,2017-08-02T23:00:30.689,14723.0,started,539.57,ft/min,7,3000400,2017-08-02T13:48:57,2017-08-02T17:56:45,5,3000400,2017-08-02T13:48:57,2017-08-02T13:49:35,5,3000400,2017-08-02T13:48:57,2017-08-02T13:49:35,6,3000400,2017-08-02T13:48:57,2017-08-02T18:37:35,9,3000400,2017-08-02T13:48:57,2017-08-02T20:56:21,4,3000400,2017-08-02T13:48:57,2017-08-02T13:49:35,45.0
3,2017-08-02T23:01:30.689,43806.0,started,539.57,ft/min,7,3000400,2017-08-02T13:48:57,2017-08-02T17:56:45,5,3000400,2017-08-02T13:48:57,2017-08-02T13:49:35,5,3000400,2017-08-02T13:48:57,2017-08-02T13:49:35,6,3000400,2017-08-02T13:48:57,2017-08-02T18:37:35,9,3000400,2017-08-02T13:48:57,2017-08-02T20:56:21,4,3000400,2017-08-02T13:48:57,2017-08-02T13:49:35,49.0
4,2017-08-02T23:02:30.694,7323.0,started,539.57,ft/min,7,3000400,2017-08-02T13:48:57,2017-08-02T17:56:45,5,3000400,2017-08-02T13:48:57,2017-08-02T13:49:35,5,3000400,2017-08-02T13:48:57,2017-08-02T13:49:35,6,3000400,2017-08-02T13:48:57,2017-08-02T18:37:35,9,3000400,2017-08-02T13:48:57,2017-08-02T20:56:21,4,3000400,2017-08-02T13:48:57,2017-08-02T13:49:35,46.0
5,2017-08-02T23:03:30.694,36421.0,started,539.57,ft/min,7,3000400,2017-08-02T13:48:57,2017-08-02T17:56:45,5,3000400,2017-08-02T13:48:57,2017-08-02T13:49:35,5,3000400,2017-08-02T13:48:57,2017-08-02T13:49:35,6,3000400,2017-08-02T13:48:57,2017-08-02T18:37:35,9,3000400,2017-08-02T13:48:57,2017-08-02T20:56:21,4,3000400,2017-08-02T13:48:57,2017-08-02T13:49:35,84.0
6,2017-08-02T23:04:30.694,65459.0,started,539.57,ft/min,7,3000400,2017-08-02T13:48:57,2017-08-02T17:56:45,5,3000400,2017-08-02T13:48:57,2017-08-02T13:49:35,5,3000400,2017-08-02T13:48:57,2017-08-02T13:49:35,6,3000400,2017-08-02T13:48:57,2017-08-02T18:37:35,9,3000400,2017-08-02T13:48:57,2017-08-02T20:56:21,4,3000400,2017-08-02T13:48:57,2017-08-02T13:49:35,68.0
7,2017-08-02T23:05:30.694,28961.0,started,539.57,ft/min,7,3000400,2017-08-02T13:48:57,2017-08-02T17:56:45,5,3000400,2017-08-02T13:48:57,2017-08-02T13:49:35,5,3000400,2017-08-02T13:48:57,2017-08-02T13:49:35,6,3000400,2017-08-02T13:48:57,2017-08-02T18:37:35,9,3000400,2017-08-02T13:48:57,2017-08-02T20:56:21,4,3000400,2017-08-02T13:48:57,2017-08-02T13:49:35,52.0
8,2017-08-02T23:06:30.694,58014.0,started,537.4,ft/min,7,3000400,2017-08-02T13:48:57,2017-08-02T17:56:45,5,3000400,2017-08-02T13:48:57,2017-08-02T13:49:35,5,3000400,2017-08-02T13:48:57,2017-08-02T13:49:35,6,3000400,2017-08-02T13:48:57,2017-08-02T18:37:35,9,3000400,2017-08-02T13:48:57,2017-08-02T20:56:21,4,3000400,2017-08-02T13:48:57,2017-08-02T13:49:35,64.0
9,2017-08-02T23:07:30.694,21501.0,started,537.4,ft/min,7,3000400,2017-08-02T13:48:57,2017-08-02T17:56:45,5,3000400,2017-08-02T13:48:57,2017-08-02T13:49:35,5,3000400,2017-08-02T13:48:57,2017-08-02T13:49:35,6,3000400,2017-08-02T13:48:57,2017-08-02T18:37:35,9,3000400,2017-08-02T13:48:57,2017-08-02T20:56:21,4,3000400,2017-08-02T13:48:57,2017-08-02T13:49:35,53.0
10,2017-08-02T23:08:30.694,50539.0,started,537.4,ft/min,7,3000400,2017-08-02T13:48:57,2017-08-02T17:56:45,5,3000400,2017-08-02T13:48:57,2017-08-02T13:49:35,5,3000400,2017-08-02T13:48:57,2017-08-02T13:49:35,6,3000400,2017-08-02T13:48:57,2017-08-02T18:37:35,9,3000400,2017-08-02T13:48:57,2017-08-02T20:56:21,4,3000400,2017-08-02T13:48:57,2017-08-02T13:49:35,59.0
11,2017-08-02T23:09:18.937,44147.0,stopped,0.0,ft/min,7,3000400,2017-08-02T13:48:57,2017-08-02T17:56:45,5,3000400,2017-08-02T13:48:57,2017-08-02T13:49:35,5,3000400,2017-08-02T13:48:57,2017-08-02T13:49:35,6,3000400,2017-08-02T13:48:57,2017-08-02T18:37:35,9,3000400,2017-08-02T13:48:57,2017-08-02T20:56:21,4,3000400,2017-08-02T13:48:57,2017-08-02T13:49:35,59.0
12,2017-08-02T23:09:30.694,44147.0,stopped,0.0,ft/min,7,3000400,2017-08-02T13:48:57,2017-08-02T17:56:45,5,3000400,2017-08-02T13:48:57,2017-08-02T13:49:35,5,3000400,2017-08-02T13:48:57,2017-08-02T13:49:35,6,3000400,2017-08-02T13:48:57,2017-08-02T18:37:35,9,3000400,2017-08-02T13:48:57,2017-08-02T20:56:21,4,3000400,2017-08-02T13:48:57,2017-08-02T13:49:35,1.0
13,2017-08-02T23:10:30.694,44147.0,stopped,0.0,ft/min,7,3000400,2017-08-02T13:48:57,2017-08-02T17:56:45,5,3000400,2017-08-02T13:48:57,2017-08-02T13:49:35,5,3000400,2017-08-02T13:48:57,2017-08-02T13:49:35,6,3000400,2017-08-02T13:48:57,2017-08-02T18:37:35,9,3000400,2017-08-02T13:48:57,2017-08-02T20:56:21,4,3000400,2017-08-02T13:48:57,2017-08-02T13:49:35,1.0
