,timestamp,incr,state,speed,speed_Unit,CAN1: Dev. 3numberoccur,CAN1: Dev. 3errid,CAN1: Dev. 3firsttime,CAN1: Dev. 3lasttime,CAN1: Dev. 2numberoccur,CAN1: Dev. 2errid,CAN1: Dev. 2firsttime,CAN1: Dev. 2lasttime,CAN1: Dev. 1numberoccur,CAN1: Dev. 1errid,CAN1: Dev. 1firsttime,CAN1: Dev. 1lasttime,CAN1: Dev. 4numberoccur,CAN1: Dev. 4errid,CAN1: Dev. 4firsttime,CAN1: Dev. 4lasttime,throughput
0,2017-08-06T22:58:14.501,11349.0,stopped,0.0,ft/min,11,3000400,2017-08-03T19:15:24,2017-08-04T23:25:21,15,3000400,2017-08-03T19:15:25,2017-08-05T01:26:57,15,3000400,2017-08-03T19:15:25,2017-08-05T05:17:49,11,3000400,2017-08-03T19:15:26,2017-08-05T01:14:47,0.0
1,2017-08-06T22:59:14.501,11349.0,stopped,0.0,ft/min,11,3000400,2017-08-03T19:15:24,2017-08-04T23:25:21,15,3000400,2017-08-03T19:15:25,2017-08-05T01:26:57,15,3000400,2017-08-03T19:15:25,2017-08-05T05:17:49,11,3000400,2017-08-03T19:15:26,2017-08-05T01:14:47,1.0
2,2017-08-06T23:00:14.501,11349.0,stopped,0.0,ft/min,11,3000400,2017-08-03T19:15:24,2017-08-04T23:25:21,15,3000400,2017-08-03T19:15:25,2017-08-05T01:26:57,15,3000400,2017-08-03T19:15:25,2017-08-05T05:17:49,11,3000400,2017-08-03T19:15:26,2017-08-05T01:14:47,1.0
3,2017-08-06T23:01:14.501,11349.0,stopped,0.0,ft/min,11,3000400,2017-08-03T19:15:24,2017-08-04T23:25:21,15,3000400,2017-08-03T19:15:25,2017-08-05T01:26:57,15,3000400,2017-08-03T19:15:25,2017-08-05T05:17:49,11,3000400,2017-08-03T19:15:26,2017-08-05T01:14:47,1.0
4,2017-08-06T23:02:14.501,11349.0,stopped,0.0,ft/min,11,3000400,2017-08-03T19:15:24,2017-08-04T23:25:21,15,3000400,2017-08-03T19:15:25,2017-08-05T01:26:57,15,3000400,2017-08-03T19:15:25,2017-08-05T05:17:49,11,3000400,2017-08-03T19:15:26,2017-08-05T01:14:47,1.0
5,2017-08-06T23:03:14.499,11349.0,stopped,0.0,ft/min,11,3000400,2017-08-03T19:15:24,2017-08-04T23:25:21,15,3000400,2017-08-03T19:15:25,2017-08-05T01:26:57,15,3000400,2017-08-03T19:15:25,2017-08-05T05:17:49,11,3000400,2017-08-03T19:15:26,2017-08-05T01:14:47,1.0
6,2017-08-06T23:04:14.499,11349.0,stopped,0.0,ft/min,11,3000400,2017-08-03T19:15:24,2017-08-04T23:25:21,15,3000400,2017-08-03T19:15:25,2017-08-05T01:26:57,15,3000400,2017-08-03T19:15:25,2017-08-05T05:17:49,11,3000400,2017-08-03T19:15:26,2017-08-05T01:14:47,1.0
7,2017-08-06T23:05:14.499,11349.0,stopped,0.0,ft/min,11,3000400,2017-08-03T19:15:24,2017-08-04T23:25:21,15,3000400,2017-08-03T19:15:25,2017-08-05T01:26:57,15,3000400,2017-08-03T19:15:25,2017-08-05T05:17:49,11,3000400,2017-08-03T19:15:26,2017-08-05T01:14:47,1.0
8,2017-08-06T23:06:14.499,11349.0,stopped,0.0,ft/min,11,3000400,2017-08-03T19:15:24,2017-08-04T23:25:21,15,3000400,2017-08-03T19:15:25,2017-08-05T01:26:57,15,3000400,2017-08-03T19:15:25,2017-08-05T05:17:49,11,3000400,2017-08-03T19:15:26,2017-08-05T01:14:47,1.0
9,2017-08-06T23:07:14.499,11349.0,stopped,0.0,ft/min,11,3000400,2017-08-03T19:15:24,2017-08-04T23:25:21,15,3000400,2017-08-03T19:15:25,2017-08-05T01:26:57,15,3000400,2017-08-03T19:15:25,2017-08-05T05:17:49,11,3000400,2017-08-03T19:15:26,2017-08-05T01:14:47,1.0
