,timestamp,incr,state,speed,speed_Unit,CAN1: Dev. 3numberoccur,CAN1: Dev. 3errid,CAN1: Dev. 3firsttime,CAN1: Dev. 3lasttime,CAN1: Dev. 2numberoccur,CAN1: Dev. 2errid,CAN1: Dev. 2firsttime,CAN1: Dev. 2lasttime,CAN1: Dev. 1numberoccur,CAN1: Dev. 1errid,CAN1: Dev. 1firsttime,CAN1: Dev. 1lasttime,CAN1: Dev. 4numberoccur,CAN1: Dev. 4errid,CAN1: Dev. 4firsttime,CAN1: Dev. 4lasttime,throughput
0,2017-08-04T22:58:12.932,32943.0,started,538.58,ft/min,10,3000400,2017-08-03T19:15:24,2017-08-04T17:06:11,13,3000400,2017-08-03T19:15:25,2017-08-04T17:59:49,14,3000400,2017-08-03T19:15:25,2017-08-04T22:55:15,9,3000400,2017-08-03T19:15:26,2017-08-04T17:41:13,9.0
1,2017-08-04T22:59:12.928,61921.0,started,538.58,ft/min,10,3000400,2017-08-03T19:15:24,2017-08-04T17:06:11,13,3000400,2017-08-03T19:15:25,2017-08-04T17:59:49,14,3000400,2017-08-03T19:15:25,2017-08-04T22:55:15,9,3000400,2017-08-03T19:15:26,2017-08-04T17:41:13,71.0
2,2017-08-04T23:00:12.938,25408.0,started,538.58,ft/min,10,3000400,2017-08-03T19:15:24,2017-08-04T17:06:11,13,3000400,2017-08-03T19:15:25,2017-08-04T17:59:49,14,3000400,2017-08-03T19:15:25,2017-08-04T22:55:15,9,3000400,2017-08-03T19:15:26,2017-08-04T17:41:13,62.0
3,2017-08-04T23:01:12.928,54386.0,started,538.58,ft/min,10,3000400,2017-08-03T19:15:24,2017-08-04T17:06:11,13,3000400,2017-08-03T19:15:25,2017-08-04T17:59:49,14,3000400,2017-08-03T19:15:25,2017-08-04T22:55:15,9,3000400,2017-08-03T19:15:26,2017-08-04T17:41:13,52.0
4,2017-08-04T23:02:12.928,17888.0,started,538.58,ft/min,10,3000400,2017-08-03T19:15:24,2017-08-04T17:06:11,13,3000400,2017-08-03T19:15:25,2017-08-04T17:59:49,14,3000400,2017-08-03T19:15:25,2017-08-04T22:55:15,9,3000400,2017-08-03T19:15:26,2017-08-04T17:41:13,58.0
5,2017-08-04T23:03:12.934,46926.0,started,537.8,ft/min,10,3000400,2017-08-03T19:15:24,2017-08-04T17:06:11,13,3000400,2017-08-03T19:15:25,2017-08-04T17:59:49,14,3000400,2017-08-03T19:15:25,2017-08-04T22:55:15,9,3000400,2017-08-03T19:15:26,2017-08-04T17:41:13,54.0
6,2017-08-04T23:04:12.934,10428.0,started,537.2,ft/min,10,3000400,2017-08-03T19:15:24,2017-08-04T17:06:11,13,3000400,2017-08-03T19:15:25,2017-08-04T17:59:49,14,3000400,2017-08-03T19:15:25,2017-08-04T22:55:15,9,3000400,2017-08-03T19:15:26,2017-08-04T17:41:13,67.0
7,2017-08-04T23:05:12.934,39436.0,started,538.39,ft/min,10,3000400,2017-08-03T19:15:24,2017-08-04T17:06:11,13,3000400,2017-08-03T19:15:25,2017-08-04T17:59:49,14,3000400,2017-08-03T19:15:25,2017-08-04T22:55:15,9,3000400,2017-08-03T19:15:26,2017-08-04T17:41:13,42.0
8,2017-08-04T23:06:12.934,2893.0,started,538.39,ft/min,10,3000400,2017-08-03T19:15:24,2017-08-04T17:06:11,13,3000400,2017-08-03T19:15:25,2017-08-04T17:59:49,14,3000400,2017-08-03T19:15:25,2017-08-04T22:55:15,9,3000400,2017-08-03T19:15:26,2017-08-04T17:41:13,40.0
9,2017-08-04T23:07:12.934,31931.0,started,538.39,ft/min,10,3000400,2017-08-03T19:15:24,2017-08-04T17:06:11,13,3000400,2017-08-03T19:15:25,2017-08-04T17:59:49,14,3000400,2017-08-03T19:15:25,2017-08-04T22:55:15,9,3000400,2017-08-03T19:15:26,2017-08-04T17:41:13,54.0
