devicename,deviceid,timestamp,incr,tokenid,seqnb,timestamp1,otl,otl_Unit,tt,tt_Unit,oga,oga_Unit,devicelist,ole,size_Unit,owi,ohe,oa,oa_Unit,obv,obv_Unit,orv,orv_Unit,otve,otve_Unit,speed,speed_Unit,owe,owe_Unit,TooBig,NoRead,LFT,MultiRead,Irreg,TooSmall,Gap,ValidDim,ValidRead,Clipping,PeError
0089PS06CT1,32.0,2017-07-23T12:27:45.000,24763.0,0089PS06CT12017-07-23T12:27:42831,7701.0,2017-07-23T12:27:42.949,15.15,inch,140.0,ms,23.03,inch,FC300008,14.6,inch,19.2,12.0,880.0,degree/10,33638.0,inch3/10,0.0,inch3/10,2783.0,mm/sec,538.19,ft/min,11.7,LB,0,1,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:27:45.419,25888.0,0089PS06CT12017-07-23T12:27:43832,7702.0,2017-07-23T12:27:43.369,8.46,inch,78.0,ms,36.96,inch,FC300008,7.4,inch,9.4,5.6,860.0,degree/10,3895.0,inch3/10,0.0,inch3/10,2754.0,mm/sec,538.19,ft/min,2.1,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:27:45.895,27163.0,0089PS06CT12017-07-23T12:27:43833,7703.0,2017-07-23T12:27:43.829,29.68,inch,274.0,ms,20.0,inch,FC300008,24.8,inch,18.4,9.4,-175.0,degree/10,42894.0,inch3/10,0.0,inch3/10,2762.0,mm/sec,538.19,ft/min,19.7,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:27:46.415,28543.0,0089PS06CT12017-07-23T12:27:44834,7704.0,2017-07-23T12:27:44.351,27.87,inch,258.0,ms,28.5,inch,FC300008,26.8,inch,16.2,12.4,-10.0,degree/10,53836.0,inch3/10,0.0,inch3/10,2767.0,mm/sec,538.19,ft/min,17.0,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:27:47.664,31888.0,0089PS06CT12017-07-23T12:27:45835,7705.0,2017-07-23T12:27:45.626,18.18,inch,169.0,ms,119.44,inch,FC300008,18.0,inch,11.8,10.2,-16.0,degree/10,21665.0,inch3/10,0.0,inch3/10,2773.0,mm/sec,538.19,ft/min,36.2,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:27:47.992,32758.0,0089PS06CT12017-07-23T12:27:45836,7706.0,2017-07-23T12:27:45.936,13.3,inch,123.0,ms,20.0,inch,FC300008,13.2,inch,9.2,6.4,-4.0,degree/10,7772.0,inch3/10,0.0,inch3/10,2767.0,mm/sec,538.19,ft/min,3.1,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:27:48.312,33613.0,0089PS06CT12017-07-23T12:27:46837,7707.0,2017-07-23T12:27:46.263,14.52,inch,136.0,ms,20.59,inch,FC300008,14.4,inch,14.2,10.2,-11.0,degree/10,20857.0,inch3/10,0.0,inch3/10,2773.0,mm/sec,538.19,ft/min,6.6,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:27:48.703,34663.0,0089PS06CT12017-07-23T12:27:46838,7708.0,2017-07-23T12:27:46.665,18.77,inch,174.0,ms,24.84,inch,FC300008,18.0,inch,11.6,6.2,-24.0,degree/10,12946.0,inch3/10,0.0,inch3/10,2762.0,mm/sec,538.19,ft/min,21.4,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:27:49.786,37543.0,0089PS06CT12017-07-23T12:27:47839,7709.0,2017-07-23T12:27:47.731,27.87,inch,258.0,ms,87.32,inch,FC300008,31.2,inch,12.4,11.8,-6.0,degree/10,45652.0,inch3/10,0.0,inch3/10,2804.0,mm/sec,538.19,ft/min,-1,LB,0,0,0,0,1,0,0,0,1,1,1
0089PS06CT1,32.0,2017-07-23T12:27:50.367,39088.0,0089PS06CT12017-07-23T12:27:48840,7710.0,2017-07-23T12:27:48.330,10.27,inch,95.0,ms,52.12,inch,FC300008,10.4,inch,8.4,6.6,-1.0,degree/10,5766.0,inch3/10,0.0,inch3/10,2751.0,mm/sec,538.19,ft/min,2.6,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:27:50.804,40258.0,0089PS06CT12017-07-23T12:27:48841,7711.0,2017-07-23T12:27:48.749,19.37,inch,180.0,ms,27.87,inch,FC300008,18.8,inch,30.0,14.8,-891.0,degree/10,83472.0,inch3/10,0.0,inch3/10,2794.0,mm/sec,538.19,ft/min,8.1,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:27:52.424,44593.0,0089PS06CT12017-07-23T12:27:50842,7712.0,2017-07-23T12:27:50.387,36.37,inch,337.0,ms,138.85,inch,FC300008,35.8,inch,4.8,2.8,-24.0,degree/10,4812.0,inch3/10,0.0,inch3/10,2799.0,mm/sec,538.19,ft/min,4.7,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:27:53.082,46348.0,0089PS06CT12017-07-23T12:27:51843,7713.0,2017-07-23T12:27:51.032,21.81,inch,202.0,ms,49.09,inch,FC300008,21.2,inch,25.2,20.8,884.0,degree/10,111122.0,inch3/10,0.0,inch3/10,2786.0,mm/sec,538.19,ft/min,67.4,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:27:53.850,48388.0,0089PS06CT12017-07-23T12:27:51844,7714.0,2017-07-23T12:27:51.795,48.5,inch,448.0,ms,33.93,inch,FC300008,48.2,inch,8.4,9.2,-11.0,degree/10,37249.0,inch3/10,0.0,inch3/10,2773.0,mm/sec,538.19,ft/min,10.0,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:27:54.846,51058.0,0089PS06CT12017-07-23T12:27:52845,7715.0,2017-07-23T12:27:52.807,27.28,inch,253.0,ms,81.85,inch,FC300008,30.2,inch,12.4,11.8,-8.0,degree/10,44189.0,inch3/10,0.0,inch3/10,2754.0,mm/sec,538.19,ft/min,16.7,LB,0,1,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:27:55.600,53068.0,0089PS06CT12017-07-23T12:27:53846,7716.0,2017-07-23T12:27:53.560,25.47,inch,237.0,ms,55.78,inch,FC300008,25.0,inch,16.8,15.6,27.0,degree/10,65520.0,inch3/10,0.0,inch3/10,2749.0,mm/sec,538.19,ft/min,5.3,LB,0,1,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:27:55.907,53893.0,0089PS06CT12017-07-23T12:27:53847,7717.0,2017-07-23T12:27:53.870,12.12,inch,112.0,ms,21.22,inch,FC300008,11.8,inch,17.8,8.4,878.0,degree/10,17643.0,inch3/10,0.0,inch3/10,2749.0,mm/sec,538.19,ft/min,30.9,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:27:56.628,55813.0,0089PS06CT12017-07-23T12:27:54848,7718.0,2017-07-23T12:27:54.577,31.53,inch,292.0,ms,44.84,inch,FC300008,30.6,inch,19.8,17.8,-22.0,degree/10,107847.0,inch3/10,0.0,inch3/10,2767.0,mm/sec,538.19,ft/min,26.0,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:27:57.374,57808.0,0089PS06CT12017-07-23T12:27:55849,7719.0,2017-07-23T12:27:55.318,13.3,inch,124.0,ms,66.69,inch,FC300008,12.6,inch,20.8,2.8,884.0,degree/10,7338.0,inch3/10,0.0,inch3/10,2741.0,mm/sec,538.19,ft/min,1.4,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:27:57.720,58738.0,0089PS06CT12017-07-23T12:27:55850,7720.0,2017-07-23T12:27:55.683,18.77,inch,174.0,ms,20.59,inch,FC300008,18.0,inch,12.0,10.0,-25.0,degree/10,21600.0,inch3/10,0.0,inch3/10,2759.0,mm/sec,538.19,ft/min,36.1,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:27:58.249,60148.0,0089PS06CT12017-07-23T12:27:56851,7721.0,2017-07-23T12:27:56.210,27.28,inch,253.0,ms,29.68,inch,FC300008,27.4,inch,12.6,11.2,-6.0,degree/10,38667.0,inch3/10,0.0,inch3/10,2773.0,mm/sec,538.19,ft/min,17.1,LB,0,1,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:27:58.718,61393.0,0089PS06CT12017-07-23T12:27:56852,7722.0,2017-07-23T12:27:56.665,23.03,inch,213.0,ms,26.06,inch,FC300008,22.2,inch,10.4,10.4,-12.0,degree/10,24012.0,inch3/10,0.0,inch3/10,2767.0,mm/sec,538.19,ft/min,11.2,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:27:59.699,64018.0,0089PS06CT12017-07-23T12:27:57853,7723.0,2017-07-23T12:27:57.658,49.72,inch,461.0,ms,57.59,inch,FC300008,49.2,inch,10.6,5.0,-9.0,degree/10,26076.0,inch3/10,0.0,inch3/10,2778.0,mm/sec,538.19,ft/min,12.9,LB,0,1,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:28:00.864,1587.0,0089PS06CT12017-07-23T12:27:58854,7724.0,2017-07-23T12:27:58.811,20.59,inch,191.0,ms,103.7,inch,FC300008,19.4,inch,13.2,11.6,-33.0,degree/10,29705.0,inch3/10,0.0,inch3/10,2773.0,mm/sec,538.19,ft/min,33.0,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:28:01.363,2922.0,0089PS06CT12017-07-23T12:27:59855,7725.0,2017-07-23T12:27:59.310,15.74,inch,146.0,ms,38.18,inch,FC300008,14.6,inch,18.4,13.0,871.0,degree/10,34923.0,inch3/10,0.0,inch3/10,2767.0,mm/sec,538.19,ft/min,5.9,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:28:01.891,4332.0,0089PS06CT12017-07-23T12:27:59856,7726.0,2017-07-23T12:27:59.839,12.71,inch,118.0,ms,44.25,inch,FC300008,12.8,inch,18.8,2.8,875.0,degree/10,6738.0,inch3/10,0.0,inch3/10,2783.0,mm/sec,538.19,ft/min,1.2,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:28:02.591,6207.0,0089PS06CT12017-07-23T12:28:00857,7727.0,2017-07-23T12:28:00.536,14.52,inch,136.0,ms,60.62,inch,FC300008,14.4,inch,17.6,8.6,-900.0,degree/10,21796.0,inch3/10,0.0,inch3/10,2746.0,mm/sec,538.19,ft/min,18.6,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:28:03.047,7422.0,0089PS06CT12017-07-23T12:28:00858,7728.0,2017-07-23T12:28:00.986,21.22,inch,196.0,ms,27.28,inch,FC300008,20.2,inch,20.4,18.4,878.0,degree/10,75823.0,inch3/10,0.0,inch3/10,2762.0,mm/sec,538.19,ft/min,11.1,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:28:03.795,9417.0,0089PS06CT12017-07-23T12:28:01859,7729.0,2017-07-23T12:28:01.727,25.47,inch,236.0,ms,54.56,inch,FC300008,24.4,inch,18.4,9.2,-11.0,degree/10,41304.0,inch3/10,0.0,inch3/10,2762.0,mm/sec,538.19,ft/min,19.4,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:28:04.189,10467.0,0089PS06CT12017-07-23T12:28:02860,7730.0,2017-07-23T12:28:02.149,24.25,inch,225.0,ms,21.22,inch,FC300008,23.8,inch,4.2,4.2,-44.0,degree/10,4198.0,inch3/10,0.0,inch3/10,2762.0,mm/sec,538.19,ft/min,1.4,LB,0,1,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:28:04.626,11637.0,0089PS06CT12017-07-23T12:28:02861,7731.0,2017-07-23T12:28:02.615,23.03,inch,214.0,ms,24.25,inch,FC300008,22.4,inch,10.6,10.4,-16.0,degree/10,24694.0,inch3/10,0.0,inch3/10,2764.0,mm/sec,538.19,ft/min,14.2,LB,0,1,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:28:05.674,14427.0,0089PS06CT12017-07-23T12:28:03862,7732.0,2017-07-23T12:28:03.609,23.03,inch,214.0,ms,87.32,inch,FC300008,19.0,inch,24.2,9.2,-783.0,degree/10,42302.0,inch3/10,0.0,inch3/10,2770.0,mm/sec,538.19,ft/min,19.7,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:28:06.255,15987.0,0089PS06CT12017-07-23T12:28:04863,7733.0,2017-07-23T12:28:04.207,37.59,inch,348.0,ms,26.65,inch,FC300008,36.8,inch,10.8,4.0,-20.0,degree/10,15898.0,inch3/10,0.0,inch3/10,2767.0,mm/sec,538.19,ft/min,15.2,LB,0,1,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:28:06.873,17637.0,0089PS06CT12017-07-23T12:28:04864,7734.0,2017-07-23T12:28:04.833,28.5,inch,264.0,ms,39.4,inch,FC300008,28.0,inch,12.8,11.2,-18.0,degree/10,40141.0,inch3/10,0.0,inch3/10,2754.0,mm/sec,538.19,ft/min,16.3,LB,0,1,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:28:07.542,19422.0,0089PS06CT12017-07-23T12:28:05865,7735.0,2017-07-23T12:28:05.490,19.37,inch,180.0,ms,51.53,inch,FC300008,14.8,inch,19.2,6.0,-746.0,degree/10,17050.0,inch3/10,0.0,inch3/10,2773.0,mm/sec,538.19,ft/min,3.1,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:28:08.021,20697.0,0089PS06CT12017-07-23T12:28:05866,7736.0,2017-07-23T12:28:05.968,12.12,inch,112.0,ms,39.4,inch,FC300008,11.6,inch,14.4,11.8,870.0,degree/10,19711.0,inch3/10,0.0,inch3/10,2757.0,mm/sec,538.19,ft/min,13.3,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:28:09.130,23652.0,0089PS06CT12017-07-23T12:28:07867,7737.0,2017-07-23T12:28:07.069,24.84,inch,231.0,ms,93.97,inch,FC300008,24.6,inch,18.6,9.2,-3.0,degree/10,42096.0,inch3/10,0.0,inch3/10,2778.0,mm/sec,538.19,ft/min,19.7,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:28:10.541,27432.0,0089PS06CT12017-07-23T12:28:08868,7738.0,2017-07-23T12:28:08.481,24.84,inch,231.0,ms,127.36,inch,FC300008,25.2,inch,18.8,9.4,-3.0,degree/10,44533.0,inch3/10,0.0,inch3/10,2762.0,mm/sec,538.19,ft/min,19.3,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:28:11.353,29592.0,0089PS06CT12017-07-23T12:28:09869,7739.0,2017-07-23T12:28:09.296,14.52,inch,135.0,ms,73.38,inch,FC300008,14.2,inch,9.4,9.8,-5.0,degree/10,13081.0,inch3/10,0.0,inch3/10,2765.0,mm/sec,538.19,ft/min,6.0,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:28:11.734,30612.0,0089PS06CT12017-07-23T12:28:09870,7740.0,2017-07-23T12:28:09.696,18.77,inch,176.0,ms,24.25,inch,FC300008,17.8,inch,11.8,10.4,-12.0,degree/10,21844.0,inch3/10,0.0,inch3/10,2773.0,mm/sec,538.19,ft/min,36.0,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:28:14.144,37032.0,0089PS06CT12017-07-23T12:28:12871,7741.0,2017-07-23T12:28:12.088,13.3,inch,123.0,ms,245.0,inch,FC300008,12.8,inch,17.8,7.2,-858.0,degree/10,16404.0,inch3/10,0.0,inch3/10,2751.0,mm/sec,538.19,ft/min,18.2,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:28:15.902,41727.0,0089PS06CT12017-07-23T12:28:13872,7742.0,2017-07-23T12:28:13.848,29.09,inch,270.0,ms,160.7,inch,FC300008,28.4,inch,19.4,19.4,-17.0,degree/10,106886.0,inch3/10,0.0,inch3/10,2812.0,mm/sec,538.19,ft/min,31.6,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:28:16.171,42447.0,0089PS06CT12017-07-23T12:28:14873,7743.0,2017-07-23T12:28:14.107,9.68,inch,90.0,ms,18.18,inch,FC300008,9.0,inch,9.4,11.2,870.0,degree/10,9475.0,inch3/10,0.0,inch3/10,2757.0,mm/sec,538.19,ft/min,3.2,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:28:17.388,45702.0,0089PS06CT12017-07-23T12:28:15874,7744.0,2017-07-23T12:28:15.321,21.22,inch,197.0,ms,109.76,inch,FC300008,19.6,inch,24.8,8.8,-850.0,degree/10,42775.0,inch3/10,0.0,inch3/10,2751.0,mm/sec,538.19,ft/min,19.7,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:28:18.319,48177.0,0089PS06CT12017-07-23T12:28:16875,7745.0,2017-07-23T12:28:16.260,26.06,inch,242.0,ms,75.19,inch,FC300008,25.2,inch,18.6,10.2,-8.0,degree/10,47809.0,inch3/10,0.0,inch3/10,2797.0,mm/sec,538.19,ft/min,22.1,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:28:18.981,49947.0,0089PS06CT12017-07-23T12:28:16876,7746.0,2017-07-23T12:28:16.940,20.0,inch,185.0,ms,53.34,inch,FC300008,19.6,inch,18.2,12.8,-13.0,degree/10,45660.0,inch3/10,0.0,inch3/10,2762.0,mm/sec,538.19,ft/min,27.0,LB,0,1,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:28:20.463,53907.0,0089PS06CT12017-07-23T12:28:18877,7747.0,2017-07-23T12:28:18.395,25.47,inch,236.0,ms,131.57,inch,FC300008,25.2,inch,18.6,10.0,-12.0,degree/10,46872.0,inch3/10,0.0,inch3/10,2778.0,mm/sec,538.19,ft/min,21.5,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:28:22.004,58017.0,0089PS06CT12017-07-23T12:28:19878,7748.0,2017-07-23T12:28:19.952,21.22,inch,197.0,ms,146.77,inch,FC300008,21.8,inch,11.2,10.4,-25.0,degree/10,25393.0,inch3/10,0.0,inch3/10,2746.0,mm/sec,538.19,ft/min,22.5,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:28:23.209,61242.0,0089PS06CT12017-07-23T12:28:21879,7749.0,2017-07-23T12:28:21.172,19.37,inch,179.0,ms,112.16,inch,FC300008,18.6,inch,13.2,12.6,3.0,degree/10,30936.0,inch3/10,0.0,inch3/10,2773.0,mm/sec,538.19,ft/min,43.4,LB,0,1,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:28:24.193,63867.0,0089PS06CT12017-07-23T12:28:22880,7750.0,2017-07-23T12:28:22.142,52.75,inch,488.0,ms,52.12,inch,FC300008,52.4,inch,28.4,3.8,-3.0,degree/10,56550.0,inch3/10,0.0,inch3/10,2810.0,mm/sec,538.19,ft/min,34.8,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:28:25.378,1496.0,0089PS06CT12017-07-23T12:28:23881,7751.0,2017-07-23T12:28:23.328,18.18,inch,169.0,ms,109.76,inch,FC300008,16.4,inch,22.6,14.2,862.0,degree/10,52631.0,inch3/10,0.0,inch3/10,2791.0,mm/sec,538.19,ft/min,22.5,LB,0,0,0,0,1,0,0,0,1,0,0
0089PS06CT1,32.0,2017-07-23T12:28:26.382,4166.0,0089PS06CT12017-07-23T12:28:24882,7752.0,2017-07-23T12:28:24.314,24.84,inch,230.0,ms,81.85,inch,FC300008,24.4,inch,18.6,9.4,-9.0,degree/10,42661.0,inch3/10,0.0,inch3/10,2767.0,mm/sec,538.19,ft/min,19.8,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:28:27.999,8501.0,0089PS06CT12017-07-23T12:28:25883,7753.0,2017-07-23T12:28:25.928,24.84,inch,231.0,ms,149.17,inch,FC300008,24.4,inch,18.8,9.4,-9.0,degree/10,43120.0,inch3/10,0.0,inch3/10,2746.0,mm/sec,541.93,ft/min,19.7,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:28:29.076,11381.0,0089PS06CT12017-07-23T12:28:27884,7754.0,2017-07-23T12:28:27.025,20.59,inch,190.0,ms,97.63,inch,FC300008,19.4,inch,12.6,11.0,-27.0,degree/10,26888.0,inch3/10,0.0,inch3/10,2773.0,mm/sec,541.93,ft/min,30.8,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:28:29.681,13001.0,0089PS06CT12017-07-23T12:28:27885,7755.0,2017-07-23T12:28:27.636,38.18,inch,354.0,ms,27.87,inch,FC300008,36.8,inch,21.0,5.2,-14.0,degree/10,40186.0,inch3/10,0.0,inch3/10,2789.0,mm/sec,541.93,ft/min,57.1,LB,0,1,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:28:30.122,14171.0,0089PS06CT12017-07-23T12:28:28886,7756.0,2017-07-23T12:28:28.073,18.77,inch,174.0,ms,28.5,inch,FC300008,18.2,inch,12.6,12.6,-16.0,degree/10,28894.0,inch3/10,0.0,inch3/10,2762.0,mm/sec,541.93,ft/min,16.9,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:28:30.700,15716.0,0089PS06CT12017-07-23T12:28:28887,7757.0,2017-07-23T12:28:28.627,20.0,inch,184.0,ms,40.0,inch,FC300008,19.0,inch,14.4,12.0,-22.0,degree/10,32832.0,inch3/10,0.0,inch3/10,2783.0,mm/sec,537.6,ft/min,11.7,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:28:31.185,17006.0,0089PS06CT12017-07-23T12:28:29888,7758.0,2017-07-23T12:28:29.110,24.25,inch,225.0,ms,27.87,inch,FC300008,23.4,inch,13.2,15.8,-14.0,degree/10,48803.0,inch3/10,0.0,inch3/10,2762.0,mm/sec,537.6,ft/min,19.6,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:28:31.671,18311.0,0089PS06CT12017-07-23T12:28:29889,7759.0,2017-07-23T12:28:29.609,13.93,inch,128.0,ms,40.0,inch,FC300008,13.8,inch,12.6,6.4,0.0,degree/10,11128.0,inch3/10,0.0,inch3/10,2773.0,mm/sec,537.6,ft/min,5.4,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:28:32.235,19811.0,0089PS06CT12017-07-23T12:28:30890,7760.0,2017-07-23T12:28:30.183,21.22,inch,197.0,ms,40.62,inch,FC300008,20.2,inch,20.6,18.4,-898.0,degree/10,76566.0,inch3/10,0.0,inch3/10,2759.0,mm/sec,537.6,ft/min,8.5,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:28:32.638,20891.0,0089PS06CT12017-07-23T12:28:30891,7761.0,2017-07-23T12:28:30.575,22.4,inch,209.0,ms,20.0,inch,FC300008,21.2,inch,14.4,5.2,-33.0,degree/10,15875.0,inch3/10,0.0,inch3/10,2751.0,mm/sec,537.6,ft/min,2.4,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:28:33.756,23876.0,0089PS06CT12017-07-23T12:28:31892,7762.0,2017-07-23T12:28:31.706,52.12,inch,483.0,ms,69.72,inch,FC300008,52.2,inch,28.4,3.8,-4.0,degree/10,56334.0,inch3/10,0.0,inch3/10,2778.0,mm/sec,537.6,ft/min,35.1,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:28:34.768,26576.0,0089PS06CT12017-07-23T12:28:32893,7763.0,2017-07-23T12:28:32.723,50.31,inch,466.0,ms,59.4,inch,FC300008,49.4,inch,4.8,4.4,-12.0,degree/10,10433.0,inch3/10,0.0,inch3/10,2773.0,mm/sec,537.6,ft/min,2.8,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:28:35.298,27986.0,0089PS06CT12017-07-23T12:28:33894,7764.0,2017-07-23T12:28:33.244,36.96,inch,342.0,ms,19.37,inch,FC300008,35.4,inch,9.0,9.0,-77.0,degree/10,28674.0,inch3/10,0.0,inch3/10,2767.0,mm/sec,537.6,ft/min,13.7,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:28:36.208,30416.0,0089PS06CT12017-07-23T12:28:34895,7765.0,2017-07-23T12:28:34.160,49.72,inch,460.0,ms,49.09,inch,FC300008,49.4,inch,4.8,4.6,-8.0,degree/10,10908.0,inch3/10,0.0,inch3/10,2765.0,mm/sec,537.6,ft/min,2.0,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:28:37.154,32936.0,0089PS06CT12017-07-23T12:28:35896,7766.0,2017-07-23T12:28:35.105,44.25,inch,410.0,ms,57.59,inch,FC300008,44.0,inch,3.8,3.8,67.0,degree/10,6354.0,inch3/10,0.0,inch3/10,2757.0,mm/sec,537.6,ft/min,1.8,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:28:37.760,34556.0,0089PS06CT12017-07-23T12:28:35897,7767.0,2017-07-23T12:28:35.712,50.31,inch,467.0,ms,15.15,inch,FC300008,49.6,inch,4.8,4.6,-6.0,degree/10,10952.0,inch3/10,0.0,inch3/10,2762.0,mm/sec,537.6,ft/min,7.9,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:28:38.324,36056.0,0089PS06CT12017-07-23T12:28:36898,7768.0,2017-07-23T12:28:36.292,7.24,inch,68.0,ms,55.15,inch,FC300008,5.2,inch,3.0,2.6,-419.0,degree/10,406.0,inch3/10,0.0,inch3/10,2820.0,mm/sec,537.6,ft/min,0.2,LB,0,1,0,0,0,0,0,1,0,0,0
0089PS06CT1,32.0,2017-07-23T12:28:38.676,37001.0,0089PS06CT12017-07-23T12:28:36899,7769.0,2017-07-23T12:28:36.623,12.71,inch,118.0,ms,23.03,inch,FC300008,12.2,inch,9.4,4.6,-22.0,degree/10,5275.0,inch3/10,0.0,inch3/10,2765.0,mm/sec,537.6,ft/min,11.0,LB,0,0,1,0,0,0,0,1,1,0,0
0089PS06CT1,32.0,2017-07-23T12:50:57.460,1126.0,0089PS06CT12017-07-23T12:50:55900,7770.0,2017-07-23T12:50:55.401,52.75,inch,490.0,ms,-1.0,inch,FC300008,52.4,inch,28.4,3.8,-1.0,degree/10,56550.0,inch3/10,0.0,inch3/10,2767.0,mm/sec,537.6,ft/min,35.0,LB,0,0,1,0,0,0,0,1,1,0,0
