timestamp,oga,ole,owi,ohe,oa,obv,otve,speed,owe,TooBig,NoRead,LFT,MultiRead,Irreg,TooSmall,Gap,ValidDim,ValidRead,timeInterval
2017-07-21 22:58:02.913,169.17,42.6,12.8,8.8,-13.0,47985.0,2781.0,540.35,68.6,0,0,1,0,0,0,0,1,1,0.0
2017-07-21 22:58:04.656,157.67,28.0,20.2,18.4,-35.0,104070.0,2767.0,540.35,6.0,0,0,1,0,0,0,0,1,1,1.743
2017-07-21 22:58:05.116,32.12,18.8,12.2,7.8,-19.0,17890.0,2772.0,540.35,39.1,0,1,1,0,0,0,0,1,1,0.46
2017-07-21 22:58:05.607,37.59,13.4,11.8,5.8,-17.0,9171.0,2759.0,540.35,2.5,0,0,1,0,0,0,0,1,1,0.49100000000000005
2017-07-21 22:58:05.849,20.0,6.2,7.0,6.4,829.0,2778.0,2783.0,540.35,0.9,0,1,1,0,0,0,0,1,1,0.24200000000000002
2017-07-21 22:58:06.140,20.59,9.2,13.2,5.2,778.0,6315.0,2738.0,540.35,1.2,0,0,1,0,0,0,0,1,1,0.29100000000000004
2017-07-21 22:58:06.483,22.4,14.2,10.6,5.2,-1.0,7827.0,2762.0,540.35,2.6,0,1,1,0,0,0,0,1,1,0.343
2017-07-21 22:58:06.846,22.48,16.8,23.4,1.4,-900.0,5504.0,2807.0,540.35,1.2,0,0,0,0,1,1,0,0,1,0.36300000000000004
2017-07-21 22:58:07.375,22.4,30.2,34.8,8.8,-862.0,92484.0,2789.0,540.35,0.0,0,0,1,0,0,0,0,1,1,0.529
2017-07-21 22:58:07.754,22.4,18.8,12.0,7.8,-12.0,17597.0,2783.0,540.35,43.6,0,0,1,0,0,0,0,1,1,0.379
2017-07-21 22:58:08.160,21.22,21.6,14.0,6.4,-6.0,19354.0,2794.0,540.35,4.8,0,0,1,0,0,0,0,1,1,0.406
2017-07-21 22:58:08.463,21.81,11.0,15.0,12.6,861.0,20790.0,2820.0,540.35,2.4,0,0,1,0,0,0,0,1,1,0.303
