timestamp,oga,ole,owi,ohe,oa,obv,otve,speed,owe,TooBig,NoRead,LFT,MultiRead,Irreg,TooSmall,Gap,ValidDim,ValidRead,timeInterval
2017-07-03 22:58:01.685,220.07,14.0,12.4,8.4,-43.0,14582.0,2762.0,539.37,3.2,0,0,1,0,0,0,0,1,1,0.0
2017-07-03 22:58:03.632,186.18,24.0,12.6,6.6,-21.0,19958.0,2767.0,539.37,7.8,0,1,1,0,0,0,0,1,1,1.947
2017-07-03 22:58:05.903,220.07,24.8,12.6,6.8,-20.0,21249.0,2751.0,539.37,2.2,0,1,1,0,0,0,0,1,1,2.2710000000000004
2017-07-03 22:58:09.858,402.08,24.0,17.8,6.6,-16.0,28195.0,2791.0,539.37,32.6,0,1,1,0,0,0,0,1,1,3.955
2017-07-03 22:58:12.475,254.72,26.8,24.8,14.6,-5.0,97037.0,2757.0,539.37,7.6,0,1,1,0,0,0,0,1,1,2.617
2017-07-03 22:58:12.789,20.59,13.2,15.0,4.8,-897.0,9504.0,2757.0,539.37,8.2,0,0,1,0,0,0,0,1,1,0.314
2017-07-03 22:58:13.792,80.62,24.6,12.4,7.0,-42.0,21353.0,2749.0,539.37,10.7,0,0,1,0,0,0,0,1,1,1.0030000000000001
2017-07-03 22:58:14.798,89.13,18.2,12.4,6.6,-45.0,14895.0,2754.0,539.37,6.0,0,0,1,0,0,0,0,1,1,1.006
2017-07-03 22:58:16.063,112.16,24.0,12.4,6.6,-36.0,19642.0,2767.0,539.37,2.2,0,1,1,0,0,0,0,1,1,1.2650000000000001
2017-07-03 22:58:19.403,338.97,20.0,15.6,6.6,-35.0,20592.0,2797.0,539.37,18.1,0,1,1,0,0,0,0,1,1,3.3400000000000003
2017-07-03 22:58:21.284,190.43,9.6,7.0,4.4,-78.0,2957.0,2751.0,539.37,3.1,0,0,1,0,0,0,0,1,1,1.8810000000000002
2017-07-03 22:58:21.616,22.4,13.0,5.6,6.8,-17.0,4950.0,2762.0,539.37,4.1,0,1,1,0,0,0,0,1,1,0.332
2017-07-03 22:58:22.609,91.57,14.8,7.8,7.6,13.0,8773.0,2773.0,539.37,27.6,0,0,1,0,0,0,0,1,1,0.9930000000000001
2017-07-03 22:58:23.285,49.72,24.2,17.8,6.6,-21.0,28430.0,2789.0,539.37,32.4,0,1,1,0,0,0,0,1,1,0.676
2017-07-03 22:58:23.881,50.31,12.4,9.4,7.4,-3.0,8625.0,2767.0,539.37,20.4,0,0,1,0,0,0,0,1,1,0.5960000000000001
2017-07-03 22:58:24.405,41.25,15.0,7.8,7.6,-5.0,8892.0,2757.0,539.37,27.0,0,0,1,0,0,0,0,1,1,0.524
2017-07-03 22:58:26.015,160.7,12.0,13.2,9.4,-891.0,14890.0,2751.0,539.37,9.8,0,0,1,0,0,0,0,1,1,1.61
2017-07-03 22:58:27.420,137.04,14.6,8.0,7.4,-5.0,8643.0,2767.0,539.37,26.9,0,0,1,0,0,0,0,1,1,1.405
2017-07-03 22:58:27.906,28.5,24.2,17.4,6.6,-19.0,27791.0,2812.0,539.37,29.3,0,1,1,0,0,0,0,1,1,0.48600000000000004
