timestamp,oga,ole,owi,ohe,oa,obv,otve,speed,owe,TooBig,NoRead,LFT,MultiRead,Irreg,TooSmall,Gap,ValidDim,ValidRead,timeInterval
2017-08-11 22:58:03.424,69.13,31.8,25.0,24.8,-25.0,197160.0,2780.0,537.2,8.2,0,0,1,0,0,0,0,1,1,0.0
2017-08-11 22:58:03.752,23.03,12.6,15.2,11.0,872.0,21067.0,2770.0,537.2,11.2,0,1,1,0,0,0,0,1,1,0.328
2017-08-11 22:58:04.110,23.62,14.6,12.2,6.2,-5.0,11043.0,2757.0,537.2,11.9,0,0,1,0,0,0,0,1,1,0.35800000000000004
2017-08-11 22:58:04.605,36.37,17.2,12.8,12.0,3.0,26419.0,2767.0,537.2,21.4,0,0,1,0,0,0,0,1,1,0.49500000000000005
2017-08-11 22:58:05.145,30.9,26.4,27.8,4.2,883.0,30825.0,2773.0,537.2,12.3,0,0,1,0,0,0,0,1,1,0.54
2017-08-11 22:58:05.506,30.9,7.0,5.4,4.6,-47.0,1739.0,2738.0,537.2,1.6,0,0,1,0,0,0,0,1,1,0.36100000000000004
2017-08-11 22:58:07.567,215.27,7.2,4.8,5.2,1.0,1797.0,2757.0,537.2,1.6,0,0,1,0,0,0,0,1,1,2.061
2017-08-11 22:58:08.242,44.84,24.4,15.6,13.6,-32.0,51767.0,2751.0,537.2,23.8,0,0,1,0,0,0,0,1,1,0.675
2017-08-11 22:58:09.286,83.07,33.6,24.4,26.8,51.0,219717.0,2773.0,537.2,8.1,0,0,0,0,1,0,0,0,1,1.044
2017-08-11 22:58:09.874,37.59,25.0,31.0,25.8,-875.0,199950.0,2773.0,537.2,7.6,0,1,1,0,0,0,0,1,1,0.5880000000000001
2017-08-11 22:58:10.682,68.5,16.2,15.2,3.0,17.0,7387.0,2794.0,537.2,3.9,0,0,1,0,0,0,0,1,1,0.808
2017-08-11 22:58:11.239,35.15,26.8,31.2,25.0,-897.0,209040.0,2767.0,537.2,8.3,0,0,1,0,0,0,0,1,1,0.557
2017-08-11 22:58:11.918,48.5,23.6,17.8,7.2,-17.0,30246.0,2759.0,537.2,8.7,0,0,1,0,0,0,0,1,1,0.679
2017-08-11 22:58:12.886,81.85,23.0,17.2,11.8,-12.0,46681.0,2762.0,537.2,16.8,0,0,1,0,0,0,0,1,1,0.9680000000000001
2017-08-11 22:58:13.690,60.03,24.2,15.6,12.6,-9.0,47568.0,2775.0,537.2,15.7,0,0,1,0,0,0,0,1,1,0.804
2017-08-11 22:58:14.370,61.22,14.4,11.2,8.0,-31.0,12902.0,2762.0,537.2,7.9,0,1,1,0,0,0,0,1,1,0.68
2017-08-11 22:58:15.195,64.25,24.8,25.8,30.6,897.0,195791.0,2746.0,537.2,7.9,0,1,1,0,0,0,0,1,1,0.8250000000000001
2017-08-11 22:58:15.995,57.0,26.2,27.8,4.0,872.0,29134.0,2759.0,537.2,12.4,0,0,1,0,0,0,0,1,1,0.8
2017-08-11 22:58:17.272,112.79,23.4,15.6,14.0,-34.0,51106.0,2759.0,537.2,10.1,0,0,1,0,0,0,0,1,1,1.2770000000000001
2017-08-11 22:58:18.623,100.03,46.0,25.4,10.6,6.0,123850.0,2767.0,537.2,59.1,0,0,1,0,0,0,0,1,1,1.351
2017-08-11 22:58:19.456,61.22,27.6,26.0,4.0,6.0,28704.0,2773.0,537.2,12.4,0,0,1,0,0,0,0,1,1,0.8330000000000001
2017-08-11 22:58:20.055,53.97,12.0,9.8,9.4,-3.0,11054.0,2757.0,537.2,7.4,0,1,1,0,0,0,0,1,1,0.5990000000000001
2017-08-11 22:58:20.635,29.68,30.6,18.6,11.4,-10.0,64884.0,2757.0,537.2,21.2,0,0,1,0,0,0,0,1,1,0.5800000000000001
2017-08-11 22:58:21.122,38.77,14.4,11.2,7.8,-15.0,12580.0,2767.0,537.2,8.0,0,1,1,0,0,0,0,1,1,0.48700000000000004
2017-08-11 22:58:21.763,44.84,23.0,16.4,12.0,-36.0,45264.0,2778.0,537.2,14.5,0,0,1,0,0,0,0,1,1,0.641
2017-08-11 22:58:22.364,46.69,13.6,11.2,10.6,149.0,16146.0,2762.0,537.2,2.6,0,0,1,0,0,0,0,1,1,0.6010000000000001
2017-08-11 22:58:22.826,35.15,14.2,10.2,6.8,-30.0,9849.0,2773.0,537.2,1.3,0,0,1,0,0,0,0,1,1,0.462
2017-08-11 22:58:23.405,44.25,15.6,23.4,12.8,877.0,46725.0,2751.0,537.2,14.7,0,0,1,0,0,0,0,1,1,0.5790000000000001
2017-08-11 22:58:23.685,20.0,10.4,8.8,6.6,-51.0,6040.0,2757.0,537.2,1.6,0,0,1,0,0,0,0,1,1,0.28
2017-08-11 22:58:24.356,40.62,31.6,25.0,25.0,-49.0,197500.0,2778.0,537.2,8.1,0,0,1,0,0,0,0,1,1,0.671
2017-08-11 22:58:24.961,44.84,19.4,19.2,12.6,8.0,46932.0,2751.0,537.2,3.1,0,0,1,0,0,0,0,1,1,0.605
2017-08-11 22:58:25.829,69.13,23.6,16.0,12.8,-4.0,48333.0,2762.0,537.2,11.9,0,0,1,0,0,0,0,1,1,0.8680000000000001
2017-08-11 22:58:26.169,23.62,15.2,17.4,11.0,890.0,29093.0,2767.0,537.2,14.3,0,0,1,0,0,0,0,1,1,0.34
2017-08-11 22:58:26.450,18.77,12.4,9.4,8.8,-27.0,10257.0,2738.0,537.2,0.6,0,1,1,0,0,0,0,1,1,0.281
2017-08-11 22:58:27.647,109.76,16.8,13.4,5.0,-30.0,11256.0,2767.0,537.2,3.6,0,0,1,0,0,0,0,1,1,1.197
2017-08-11 22:58:29.420,172.83,20.0,18.6,18.4,2.0,68448.0,2797.0,537.2,18.1,0,0,1,0,0,0,0,1,1,1.7730000000000001
2017-08-11 22:58:29.769,20.59,17.0,21.4,9.4,889.0,34197.0,2759.0,537.2,21.1,0,0,1,0,0,0,0,1,1,0.34900000000000003
2017-08-11 22:58:31.957,200.11,34.6,21.8,2.0,-16.0,15086.0,2762.0,537.2,8.2,0,0,0,0,1,1,0,0,1,2.188
2017-08-11 22:58:34.099,215.9,13.4,17.0,7.4,871.0,16857.0,2759.0,537.2,5.3,0,0,1,0,0,0,0,1,1,2.1420000000000003
2017-08-11 22:58:34.864,69.13,13.2,9.8,3.2,-71.0,4140.0,2773.0,537.2,0.6,0,0,1,0,0,0,0,1,1,0.765
2017-08-11 22:58:37.012,203.77,23.8,15.8,13.0,-21.0,48885.0,2767.0,537.2,17.1,0,0,1,0,0,0,0,1,1,2.148
2017-08-11 22:58:38.257,82.48,53.6,5.0,5.0,-17.0,13400.0,2762.0,537.2,8.6,0,0,1,0,0,0,0,1,1,1.245
2017-08-11 22:58:38.906,57.59,12.8,9.4,10.2,-28.0,12273.0,2762.0,537.2,2.1,0,0,1,0,0,0,0,1,1,0.649
2017-08-11 22:58:40.676,148.58,42.0,18.6,11.8,2.0,92182.0,2778.0,537.2,48.9,0,0,1,0,0,0,0,1,1,1.77
2017-08-11 22:58:43.593,288.66,23.2,18.8,14.2,-15.0,61935.0,2778.0,537.2,26.9,0,0,1,0,0,0,0,1,1,2.9170000000000003
2017-08-11 22:58:45.089,130.98,30.8,9.4,9.2,-61.0,26636.0,2759.0,537.2,4.8,0,0,1,0,0,0,0,1,1,1.496
2017-08-11 22:58:45.679,49.72,14.2,10.4,6.8,-50.0,10042.0,2746.0,537.2,2.7,0,0,1,0,0,0,0,1,1,0.5900000000000001
2017-08-11 22:58:47.005,119.44,22.0,18.2,10.2,-12.0,40841.0,2762.0,537.2,33.9,0,0,1,0,0,0,0,1,1,1.326
2017-08-11 22:58:47.755,66.69,13.0,9.6,6.8,-35.0,8486.0,2767.0,537.2,4.9,0,0,1,0,0,0,0,1,1,0.75
2017-08-11 22:58:48.289,35.15,20.0,15.4,14.0,-39.0,43120.0,2778.0,537.2,17.1,0,0,1,0,0,0,0,1,1,0.534
2017-08-11 22:58:48.953,54.56,17.2,16.4,4.6,-31.0,12976.0,2757.0,537.2,6.5,0,0,0,0,1,0,0,0,1,0.664
2017-08-11 22:58:49.443,23.62,29.4,18.8,5.6,-26.0,30952.0,2751.0,537.2,0.0,0,0,1,0,0,0,0,1,1,0.49000000000000005
2017-08-11 22:58:49.861,26.65,18.0,8.0,7.0,-33.0,10080.0,2773.0,537.2,3.6,0,0,1,0,0,0,0,1,1,0.41800000000000004
2017-08-11 22:58:50.553,60.03,15.8,11.6,9.8,-24.0,17961.0,2767.0,537.2,8.6,0,1,1,0,0,0,0,1,1,0.6920000000000001
2017-08-11 22:58:51.300,49.09,29.4,18.8,5.6,-18.0,30952.0,2743.0,537.2,4.6,0,0,1,0,0,0,0,1,1,0.747
2017-08-11 22:58:52.048,60.03,19.2,14.6,6.0,-41.0,16819.0,2749.0,537.2,2.4,0,0,1,0,0,0,0,1,1,0.748
2017-08-11 22:58:52.750,60.62,14.6,19.2,6.0,879.0,16819.0,2762.0,537.2,3.4,0,0,1,0,0,0,0,1,1,0.7020000000000001
2017-08-11 22:58:54.048,123.7,18.2,12.4,5.4,-5.0,12187.0,2741.0,537.2,4.8,0,0,0,0,1,0,0,0,1,1.298
2017-08-11 22:58:54.414,20.0,19.0,11.8,3.6,-7.0,8071.0,2757.0,537.2,4.5,0,1,1,0,0,0,0,1,1,0.36600000000000005
2017-08-11 22:58:55.022,44.25,19.0,14.6,6.0,-32.0,16644.0,2754.0,537.2,3.0,0,0,1,0,0,0,0,1,1,0.608
2017-08-11 22:58:56.463,134.6,19.4,14.2,6.2,-38.0,17080.0,2802.0,537.2,4.2,0,0,1,0,0,0,0,1,1,1.441
2017-08-11 22:58:57.148,43.66,29.4,18.6,5.4,-23.0,29529.0,2762.0,537.2,4.6,0,0,1,0,0,0,0,1,1,0.685
2017-08-11 22:58:57.934,67.91,16.2,12.4,6.8,-43.0,13660.0,2751.0,537.2,5.1,0,0,1,0,0,0,0,1,1,0.786
2017-08-11 22:58:58.355,25.47,19.2,14.6,6.0,-31.0,16819.0,2773.0,537.2,3.4,0,0,1,0,0,0,0,1,1,0.42100000000000004
2017-08-11 22:58:58.616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537.20365,-1.0,0,0,0,0,0,0,0,1,1,0.261
2017-08-11 22:58:59.137,53.97,29.4,18.8,5.4,-20.0,29847.0,2773.0,537.2,4.7,0,0,1,0,0,0,0,1,1,0.521
2017-08-11 22:59:00.948,180.7,15.8,13.2,5.8,-2.0,12096.0,2759.0,537.2,2.1,0,0,0,0,1,0,0,0,1,1.8110000000000002
2017-08-11 22:59:01.432,38.18,15.4,10.6,5.4,60.0,8815.0,2746.0,537.2,2.9,0,0,0,0,1,0,0,0,1,0.48400000000000004
2017-08-11 22:59:01.815,20.59,19.0,19.0,7.2,886.0,25992.0,2767.0,537.2,13.5,0,0,1,0,0,0,0,1,1,0.383
2017-08-11 22:59:02.449,38.18,29.4,18.8,5.4,-24.0,29847.0,2767.0,537.2,4.3,0,0,1,0,0,0,0,1,1,0.634
2017-08-11 22:59:02.930,40.62,12.2,14.6,9.4,898.0,16743.0,2751.0,537.2,3.2,0,0,1,0,0,0,0,1,1,0.48100000000000004
2017-08-11 22:59:04.123,85.51,42.2,22.6,13.6,-4.0,129706.0,2767.0,537.2,49.0,0,0,1,0,0,0,0,1,1,1.193
2017-08-11 22:59:05.135,71.53,37.0,8.4,8.2,-14.0,25486.0,2767.0,537.2,4.9,0,0,1,0,0,0,0,1,1,1.012
2017-08-11 22:59:06.574,124.33,29.6,18.8,5.4,-33.0,30050.0,2757.0,537.2,4.4,0,0,1,0,0,0,0,1,1,1.439
2017-08-11 22:59:07.288,53.97,22.2,13.0,11.8,-13.0,34055.0,2762.0,537.2,8.8,0,0,1,0,0,0,0,1,1,0.7140000000000001
