timestamp,oga,ole,owi,ohe,oa,obv,otve,speed,owe,TooBig,NoRead,LFT,MultiRead,Irreg,TooSmall,Gap,ValidDim,ValidRead,timeInterval
2017-07-05 06:33:52.245,-1.0,8.8,5.2,3.0,14.0,1373.0,2751.0,540.55,1.1,0,0,1,0,0,0,0,1,1,0.0
2017-07-05 06:33:57.131,491.25,36.2,15.0,14.0,-14.0,76020.0,2794.0,540.55,21.4,0,0,1,0,0,0,0,1,1,4.886
2017-07-05 09:25:59.538,-1.0,9.2,6.8,4.2,-17.0,2628.0,2757.0,539.17,0.8,0,0,1,0,0,0,0,1,1,10322.407000000001
2017-07-05 09:26:00.404,80.03,12.2,18.2,8.8,871.0,19540.0,2762.0,539.17,7.9,0,0,1,0,0,0,0,1,1,0.8660000000000001
2017-07-05 09:26:01.365,93.97,9.2,6.8,4.0,-28.0,2502.0,2767.0,539.17,0.7,0,0,1,0,0,0,0,1,1,0.9610000000000001
2017-07-05 09:26:01.782,35.15,9.2,6.8,4.2,-46.0,2628.0,2762.0,539.17,1.4,0,0,1,0,0,0,0,1,1,0.41700000000000004
2017-07-05 09:26:03.932,190.47,41.4,10.0,5.0,-29.0,20700.0,2762.0,539.17,9.3,0,1,1,0,0,0,0,1,1,2.1500000000000004
2017-07-05 09:26:04.427,43.03,9.0,6.8,4.2,-12.0,2570.0,2741.0,539.17,0.8,0,0,1,0,0,0,0,1,1,0.49500000000000005
2017-07-05 09:26:04.793,29.64,9.2,7.0,4.2,-31.0,2705.0,2759.0,539.17,0.7,0,0,1,0,0,0,0,1,1,0.36600000000000005
2017-07-05 09:26:43.477,-1.0,35.2,17.4,17.6,-112.0,107796.0,2751.0,539.17,20.5,0,0,1,0,0,0,0,1,1,38.684000000000005
2017-07-05 09:27:00.062,-1.0,9.0,6.8,4.2,-45.0,2570.0,2749.0,539.17,1.6,0,0,1,0,0,0,0,1,1,16.585
2017-07-05 09:27:25.557,-1.0,25.6,21.4,14.4,-9.0,78889.0,2767.0,539.17,55.7,0,1,1,0,0,0,0,1,1,25.495
2017-07-05 09:27:31.868,660.51,18.2,13.6,12.4,-27.0,30692.0,2762.0,539.17,7.2,0,0,1,0,0,0,0,1,1,6.311000000000001
2017-07-05 09:27:34.217,239.52,13.6,4.0,1.4,-24.0,762.0,2807.0,539.17,0.4,0,0,0,0,1,1,0,0,1,2.349
2017-07-05 09:27:34.885,52.12,19.8,15.0,7.6,-30.0,22572.0,2757.0,539.17,3.5,0,0,1,0,0,0,0,1,1,0.668
2017-07-05 09:27:44.487,1010.35,23.4,15.4,13.2,-41.0,47568.0,2773.0,539.17,20.6,0,0,1,0,0,0,0,1,1,9.602
2017-07-05 09:27:55.424,1145.03,35.8,12.6,11.8,-120.0,53227.0,2804.0,539.17,45.0,0,1,1,0,0,0,0,1,1,10.937000000000001
2017-07-05 09:27:55.883,24.25,26.8,22.6,11.4,-22.0,69048.0,2773.0,539.17,8.1,0,1,0,0,1,0,0,0,0,0.459
2017-07-05 09:27:58.846,292.32,23.8,15.2,13.2,-35.0,47752.0,2762.0,539.17,19.6,0,0,1,0,0,0,0,1,1,2.963
2017-07-05 09:28:01.002,207.44,25.4,18.0,15.4,-12.0,70409.0,2757.0,539.17,20.0,0,0,1,0,0,0,0,1,1,2.156
2017-07-05 09:28:11.226,1083.22,21.2,16.0,11.8,-21.0,40026.0,2773.0,539.17,20.0,0,0,1,0,0,0,0,1,1,10.224
2017-07-05 09:28:11.957,68.5,9.4,12.2,4.8,864.0,5505.0,2783.0,539.17,2.1,0,0,1,0,0,0,0,1,1,0.7310000000000001
2017-07-05 09:28:13.530,147.99,21.8,20.0,13.0,-9.0,56680.0,2746.0,539.17,30.6,0,0,1,0,0,0,0,1,1,1.5730000000000002
2017-07-05 09:28:14.557,87.32,23.8,17.2,6.8,-5.0,27836.0,2767.0,539.17,17.4,0,1,1,0,0,0,0,1,1,1.0270000000000001
2017-07-05 09:28:16.698,215.27,15.0,5.8,5.8,-3.0,5046.0,2759.0,539.17,3.4,0,0,1,0,0,0,0,1,1,2.141
2017-07-05 09:28:17.093,21.25,23.4,19.2,8.2,-22.0,36841.0,2762.0,539.17,4.0,0,0,1,0,0,0,0,1,1,0.395
2017-07-05 09:28:17.672,36.37,23.8,17.0,6.8,-15.0,27513.0,2754.0,539.17,17.3,0,0,1,0,0,0,0,1,1,0.5790000000000001
2017-07-05 09:28:27.692,1058.3,20.0,15.4,14.2,-33.0,43736.0,2762.0,539.17,12.3,0,0,1,0,0,0,0,1,1,10.020000000000001
2017-07-05 09:29:00.294,-1.0,21.2,21.2,13.6,-19.0,61124.0,2773.0,541.14,112.8,0,1,1,0,0,0,0,1,1,32.602000000000004
2017-07-05 09:29:00.959,26.06,44.2,23.0,18.0,-6.0,182988.0,2810.0,541.34,39.5,0,0,1,0,0,0,0,1,1,0.665
2017-07-05 09:29:01.403,29.13,17.8,12.6,12.2,-19.0,27362.0,2773.0,541.34,19.8,0,0,1,0,0,0,0,1,1,0.444
2017-07-05 09:29:01.835,22.4,24.0,16.6,10.6,-10.0,42230.0,2773.0,541.34,16.5,0,0,1,0,0,0,0,1,1,0.43200000000000005
2017-07-05 09:29:04.321,252.87,16.8,17.2,15.4,868.0,44500.0,2773.0,541.34,38.3,0,1,1,0,0,0,0,1,1,2.486
2017-07-05 09:29:07.225,286.85,23.8,15.4,5.2,-15.0,19059.0,2762.0,541.34,9.2,0,0,1,0,0,0,0,1,1,2.9040000000000004
2017-07-05 09:29:07.916,64.29,12.2,6.6,4.8,-22.0,3865.0,2757.0,541.34,2.6,0,1,1,0,0,0,0,1,1,0.6910000000000001
2017-07-05 09:29:17.373,1009.84,10.4,8.0,7.6,-22.0,6323.0,2751.0,541.34,4.6,0,1,1,0,0,0,0,1,1,9.457
2017-07-05 09:29:19.488,193.46,34.2,21.2,18.8,-38.0,136308.0,2773.0,541.34,37.4,0,1,1,0,0,0,0,1,1,2.115
2017-07-05 09:29:23.933,466.37,11.4,10.6,5.4,-47.0,6525.0,2762.0,541.34,1.5,0,0,1,0,0,0,0,1,1,4.445
2017-07-05 09:29:25.287,135.82,10.0,7.6,8.4,-25.0,6384.0,2751.0,541.34,0.9,0,0,1,0,0,0,0,1,1,1.354
2017-07-05 09:29:32.378,752.04,13.2,9.2,3.2,11.0,3886.0,2818.0,541.34,1.5,0,0,1,0,0,0,0,1,1,7.091
2017-07-05 09:29:32.840,33.93,15.6,7.4,6.2,-12.0,7157.0,2762.0,541.34,5.0,0,0,1,0,0,0,0,1,1,0.462
2017-07-05 09:29:35.620,285.03,14.2,17.0,9.8,881.0,23657.0,2757.0,541.34,5.8,0,0,1,0,0,0,0,1,1,2.7800000000000002
2017-07-05 09:29:37.126,150.39,11.8,6.0,7.6,-22.0,5381.0,2762.0,541.34,1.2,0,0,1,0,0,0,0,1,1,1.506
2017-07-05 09:29:53.648,-1.0,12.2,6.8,9.4,-12.0,7798.0,2757.0,541.34,3.2,0,0,1,0,0,0,0,1,1,16.522000000000002
2017-07-05 09:29:59.922,660.47,17.8,6.2,4.2,-31.0,4635.0,2751.0,541.34,7.3,0,1,1,0,0,0,0,1,1,6.274
2017-07-05 09:30:01.614,159.48,21.0,17.2,10.6,-17.0,38287.0,2789.0,541.34,4.9,0,0,1,0,0,0,0,1,1,1.6920000000000002
2017-07-05 09:30:03.902,234.09,12.2,9.2,6.0,27.0,6734.0,2738.0,541.34,15.8,0,0,1,0,0,0,0,1,1,2.2880000000000003
2017-07-05 09:30:09.028,520.94,34.4,21.2,19.0,-15.0,138563.0,2762.0,541.34,37.7,0,1,1,0,0,0,0,1,1,5.126
2017-07-05 09:30:16.782,822.4,14.0,10.6,6.6,-38.0,9794.0,2762.0,541.34,3.3,0,1,1,0,0,0,0,1,1,7.7540000000000004
2017-07-05 09:30:25.254,900.62,13.8,10.2,9.6,-11.0,13513.0,2767.0,541.34,24.8,0,1,1,0,0,0,0,1,1,8.472000000000001
2017-07-05 09:30:31.341,630.78,25.4,19.2,11.6,-18.0,56571.0,2773.0,540.75,65.7,0,1,1,0,0,0,0,1,1,6.087000000000001
2017-07-05 09:30:39.433,857.51,15.4,10.4,6.8,-31.0,10891.0,2749.0,540.75,3.7,0,1,1,0,0,0,0,1,1,8.092
2017-07-05 09:30:40.943,149.17,14.0,10.4,6.8,-15.0,9901.0,2751.0,540.75,2.2,0,1,1,0,0,0,0,1,1,1.51
2017-07-05 09:30:41.815,73.97,17.8,17.0,17.4,-43.0,52652.0,2767.0,540.75,6.9,0,0,1,0,0,0,0,1,1,0.8720000000000001
2017-07-05 09:30:42.557,65.47,15.6,12.4,6.8,-14.0,13154.0,2762.0,540.75,3.8,0,1,1,0,0,0,0,1,1,0.742
2017-07-05 09:30:44.180,161.92,12.0,10.6,4.6,-37.0,5851.0,2757.0,540.75,2.4,0,1,1,0,0,0,0,1,1,1.623
2017-07-05 09:30:45.428,90.94,44.8,23.2,18.0,-31.0,187085.0,2762.0,540.75,39.8,0,1,0,0,0,0,0,1,0,1.248
2017-07-05 09:30:46.106,60.03,10.2,5.0,6.4,32.0,3264.0,2767.0,540.75,1.4,0,0,1,0,0,0,0,1,1,0.678
2017-07-05 09:30:46.399,18.77,13.8,10.4,6.8,-8.0,9759.0,2773.0,540.75,2.2,0,1,1,0,0,0,0,1,1,0.29300000000000004
2017-07-05 09:30:47.986,160.7,10.4,14.2,6.6,-895.0,9747.0,2762.0,540.75,2.4,0,1,1,0,0,0,0,1,1,1.5870000000000002
2017-07-05 09:30:48.318,21.22,11.0,10.4,6.0,-64.0,6864.0,2757.0,540.75,2.0,0,0,1,0,0,0,0,1,1,0.332
2017-07-05 09:30:49.016,62.48,12.2,10.6,4.6,-30.0,5949.0,2757.0,540.75,0.7,0,0,1,0,0,0,0,1,1,0.6980000000000001
